emp_id,department,job_role,job_level,business_travel,over_time,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
RM1469,Sales,Sales Executive,2,Travel_Frequently,No,9,6,0,8
RM107,Research & Development,Research Director,5,Travel_Frequently,Yes,8,3,0,7
RM752,Sales,Sales Executive,2,Non-Travel,No,18,7,0,13
RM1453,Sales,Sales Executive,2,Travel_Frequently,No,6,3,0,1
RM628,Research & Development,Manufacturing Director,4,Travel_Frequently,No,9,8,0,0
RM995,Research & Development,Manufacturing Director,4,Travel_Frequently,Yes,5,3,0,2
RM1435,Sales,Sales Representative,1,Non-Travel,No,9,8,0,0
RM333,Research & Development,Research Scientist,2,Travel_Frequently,No,4,3,0,3
RM773,Research & Development,Research Scientist,1,Travel_Frequently,No,5,4,0,3
RM108,Sales,Sales Executive,2,Travel_Rarely,Yes,6,4,0,3
RM022,Sales,Sales Representative,1,Travel_Rarely,No,5,3,0,3
RM1292,Research & Development,Manufacturing Director,2,Travel_Rarely,No,10,3,0,8
RM001,Sales,Sales Executive,2,Travel_Rarely,Yes,6,4,0,5
RM183,Sales,Sales Representative,1,Travel_Rarely,Yes,4,3,0,2
RM858,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,4,0,2
RM929,Research & Development,Healthcare Representative,3,Travel_Rarely,No,10,7,0,5
RM1334,Sales,Sales Executive,3,Travel_Rarely,No,8,7,0,7
RM854,Research & Development,Research Scientist,1,Travel_Rarely,No,1,1,0,0
RM551,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,0,2
RM1026,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,0,3
RM1098,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,1,0,0
RM1218,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,4
RM479,Sales,Sales Representative,1,Travel_Rarely,No,7,4,0,6
RM619,Research & Development,Research Scientist,1,Travel_Rarely,No,4,3,0,1
RM635,Sales,Sales Executive,2,Travel_Rarely,Yes,5,3,0,3
RM1434,Sales,Sales Executive,2,Travel_Rarely,Yes,5,3,0,4
RM039,Research & Development,Research Scientist,1,Travel_Rarely,Yes,1,1,0,0
RM594,Research & Development,Manufacturing Director,2,Travel_Rarely,No,9,7,0,5
RM634,Human Resources,Human Resources,1,Travel_Rarely,No,5,4,0,3
RM1012,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,0,1
RM1184,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,4,0,4
RM1454,Sales,Sales Executive,2,Travel_Rarely,No,6,3,0,0
RM060,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7,5,0,7
RM249,Research & Development,Research Scientist,1,Travel_Rarely,No,3,1,0,
RM274,Sales,Sales Executive,2,Travel_Rarely,No,5,4,0,1
RM365,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,3
RM768,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4,3,0,1
RM1159,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4,3,0,2
RM1345,Research & Development,Research Scientist,2,Travel_Rarely,Yes,5,3,0,4
RM169,Sales,Sales Executive,2,Travel_Rarely,No,8,3,0,7
RM308,Research & Development,Research Director,3,Travel_Rarely,No,10,8,0,1
RM519,Sales,Sales Executive,2,Travel_Rarely,No,7,7,0,5
RM1162,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,5,4,0,2
RM1273,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,4
RM655,Human Resources,Human Resources,2,Travel_Rarely,No,5,4,0,4
RM706,Sales,Sales Executive,3,Travel_Rarely,No,8,7,0,7
RM1156,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,8,0,7
RM336,Sales,Sales Executive,2,Travel_Rarely,Yes,4,3,0,2
RM1287,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,0,2
RM1300,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,3,0,3
RM1458,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,2
RM134,Sales,Sales Executive,3,Travel_Rarely,Yes,9,7,0,7
RM301,Sales,Manager,4,Travel_Rarely,No,22,10,0,4
RM404,Sales,Sales Executive,3,Travel_Rarely,No,10,7,0,
RM784,Research & Development,Research Scientist,1,Travel_Rarely,No,10,6,0,8
RM1267,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,0,4
RM1446,Research & Development,Manufacturing Director,4,Travel_Rarely,No,20,7,0,10
RM1449,Sales,Sales Executive,2,Travel_Rarely,No,5,4,0,4
RM598,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,4,3,0,2
RM673,Sales,Sales Executive,2,Travel_Rarely,No,5,4,0,3
RM1000,Human Resources,Manager,4,Travel_Rarely,No,20,7,0,9
RM1264,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,0,4
RM899,Research & Development,Research Director,5,Travel_Rarely,No,8,7,0,7
RM1134,Research & Development,Laboratory Technician,1,Travel_Rarely,No,6,4,0,2
RM1400,Research & Development,Healthcare Representative,3,Travel_Rarely,No,10,9,0,9
RM142,Research & Development,Research Scientist,1,Travel_Rarely,No,6,5,0,
RM154,Research & Development,Laboratory Technician,2,Travel_Rarely,No,17,9,0,15
RM175,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,0,3
RM626,Sales,Sales Executive,3,Travel_Rarely,Yes,5,4,0,2
RM714,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,3,0,2
RM760,Human Resources,Human Resources,1,Travel_Rarely,No,6,3,0,4
RM1035,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,7,7,0,7
RM1093,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,0,3
RM1455,Sales,Sales Executive,2,Travel_Rarely,No,5,3,0,1
RM413,Research & Development,Manufacturing Director,2,Travel_Rarely,No,10,7,0,8
RM724,Research & Development,Manufacturing Director,3,Travel_Rarely,No,8,7,0,7
RM917,Sales,Manager,5,Travel_Rarely,No,11,4,0,8
RM1232,Research & Development,Healthcare Representative,2,Travel_Rarely,No,10,7,0,9
RM1236,Sales,Sales Executive,3,Travel_Rarely,Yes,10,6,0,3
RM970,Research & Development,Manufacturing Director,3,Travel_Rarely,No,10,9,0,8
RM317,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,7,1,0,7
RM474,Research & Development,Research Director,5,Travel_Rarely,Yes,31,9,0,9
RM1055,Research & Development,Healthcare Representative,3,Travel_Rarely,No,8,7,0,7
RM1196,Research & Development,Manager,4,Travel_Rarely,No,8,7,0,0
RM1255,Sales,Sales Executive,2,Travel_Rarely,No,5,1,0,4
RM589,Research & Development,Research Director,4,Travel_Rarely,No,4,3,0,3
RM377,Sales,Sales Executive,2,Travel_Rarely,No,7,7,0,7
RM963,Human Resources,Manager,4,Travel_Rarely,Yes,33,9,0,10
RM407,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,5,4,0,
RM1001,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,4
RM096,Research & Development,Research Director,3,Travel_Rarely,No,4,3,0,3
RM729,Research & Development,Manufacturing Director,3,Travel_Rarely,No,10,7,0,8
RM895,Research & Development,Research Director,4,Travel_Rarely,No,10,9,0,9
RM284,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,10,7,0,8
RM1011,Research & Development,Research Director,4,Travel_Rarely,No,7,7,0,0
RM086,Research & Development,Manufacturing Director,3,Travel_Rarely,No,6,4,0,2
RM759,Sales,Manager,3,Travel_Rarely,Yes,6,4,0,4
RM898,Sales,Sales Executive,2,Travel_Rarely,No,6,1,0,5
RM844,Research & Development,Laboratory Technician,1,Travel_Rarely,No,8,7,0,7
RM1005,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7,7,0,7
RM192,Research & Development,Research Scientist,1,Travel_Rarely,No,7,7,0,3
RM321,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,0,4
RM340,Sales,Sales Executive,2,Travel_Rarely,No,8,7,0,7
RM486,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,3
RM531,Research & Development,Manufacturing Director,3,Travel_Rarely,No,9,7,0,7
RM555,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,6,0,7
RM611,Research & Development,Research Director,3,Travel_Rarely,Yes,9,8,0,8
RM671,Research & Development,Research Scientist,1,Travel_Rarely,No,1,1,0,0
RM903,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,3
RM1150,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7,7,0,7
RM1351,Sales,Sales Executive,2,Travel_Rarely,No,8,7,0,7
RM1394,Sales,Sales Executive,2,Travel_Rarely,No,7,7,0,7
RM290,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,2
RM303,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8,3,0,7
RM375,Sales,Sales Executive,2,Travel_Rarely,No,7,5,0,7
RM630,Human Resources,Human Resources,1,Travel_Rarely,No,5,1,0,4
RM820,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,4
RM985,Sales,Sales Executive,2,Travel_Rarely,No,5,3,0,4
RM1152,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,3,0,0
RM1284,Research & Development,Research Scientist,1,Travel_Rarely,No,5,3,0,3
RM012,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,9,5,0,8
RM072,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,0,
RM595,Research & Development,Research Scientist,1,Travel_Rarely,No,10,7,0,7
RM658,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,0,3
RM853,Research & Development,Laboratory Technician,1,Travel_Rarely,No,10,8,0,8
RM1006,Human Resources,Human Resources,3,Travel_Rarely,No,10,9,0,9
RM1064,Sales,Sales Executive,2,Travel_Rarely,No,10,7,0,4
RM1091,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7,7,0,7
RM1388,Research & Development,Healthcare Representative,2,Travel_Rarely,No,5,3,0,2
RM1460,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,4,3,0,3
RM1461,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,0,4
RM144,Research & Development,Research Scientist,1,Travel_Rarely,No,5,4,0,
RM411,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,4,0,2
RM866,Sales,Sales Executive,2,Travel_Rarely,No,4,3,0,3
RM949,Research & Development,Manager,3,Travel_Rarely,Yes,9,1,0,8
RM1297,Research & Development,Manufacturing Director,3,Travel_Rarely,No,7,7,0,2
RM435,Research & Development,Manufacturing Director,3,Travel_Rarely,No,13,8,0,8
RM451,Sales,Sales Executive,2,Travel_Rarely,Yes,6,5,0,5
RM457,Sales,Manager,3,Travel_Rarely,No,5,4,0,1
RM645,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,4,0,2
RM896,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,6,5,0,1
RM1342,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,8,0,2
RM074,Research & Development,Research Scientist,2,Travel_Rarely,No,10,4,0,
RM323,Research & Development,Research Scientist,2,Travel_Rarely,No,7,7,0,7
RM501,Research & Development,Research Scientist,2,Travel_Rarely,Yes,6,4,0,5
RM528,Sales,Sales Executive,2,Travel_Rarely,No,10,7,0,8
RM936,Sales,Sales Executive,2,Travel_Rarely,No,10,7,0,8
RM1027,Sales,Sales Executive,2,Travel_Rarely,No,4,3,0,3
RM1242,Sales,Sales Executive,3,Travel_Rarely,No,4,3,0,2
RM031,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,1,0,
RM177,Research & Development,Research Scientist,1,Travel_Rarely,No,3,1,0,2
RM456,Research & Development,Research Director,4,Travel_Rarely,No,6,1,0,5
RM620,Sales,Sales Executive,2,Travel_Rarely,No,9,8,0,8
RM656,Human Resources,Human Resources,1,Travel_Rarely,Yes,4,3,0,3
RM909,Sales,Sales Executive,3,Travel_Rarely,Yes,9,8,0,8
RM1067,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,2
RM1092,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,3,0,2
RM1364,Sales,Sales Executive,2,Travel_Rarely,No,10,4,0,9
RM758,Sales,Sales Executive,2,Travel_Rarely,No,15,1,0,9
RM764,Sales,Sales Representative,1,Travel_Rarely,Yes,1,1,0,0
RM1028,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,2
RM011,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,3
RM082,Research & Development,Research Scientist,1,Travel_Rarely,No,6,4,0,4
RM152,Sales,Sales Executive,3,Travel_Rarely,No,10,8,0,6
RM345,Research & Development,Manufacturing Director,3,Travel_Rarely,No,16,6,0,13
RM373,Research & Development,Healthcare Representative,2,Travel_Rarely,No,1,1,0,0
RM439,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,8,7,0,0
RM462,Sales,Sales Executive,2,Travel_Rarely,No,5,4,0,3
RM677,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,10,6,0,7
RM705,Sales,Sales Executive,3,Travel_Rarely,No,10,9,0,8
RM974,Research & Development,Laboratory Technician,2,Travel_Rarely,No,9,7,0,0
RM1233,Research & Development,Manufacturing Director,2,Travel_Rarely,No,7,7,0,7
RM1303,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,3
RM1381,Sales,Sales Executive,2,Travel_Rarely,No,5,3,0,4
RM1393,Sales,Sales Executive,2,Travel_Rarely,Yes,10,8,0,9
RM1425,Research & Development,Research Scientist,2,Travel_Rarely,No,10,7,0,8
RM798,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,1,0,0
RM496,Sales,Sales Representative,1,Travel_Rarely,No,4,3,0,2
RM843,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,1,1,0,0
RM1137,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,1,1,0,0
RM1391,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,1,0,3
RM230,Research & Development,Research Scientist,1,Travel_Rarely,Yes,4,3,0,1
RM337,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,7,7,0,7
RM1078,Research & Development,Research Scientist,1,Travel_Rarely,No,9,7,0,7
RM141,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,0,
RM235,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,5,4,0,4
RM383,Research & Development,Research Scientist,1,Travel_Frequently,No,6,4,0,4
RM686,Sales,Sales Executive,2,Travel_Frequently,No,7,7,0,7
RM165,Research & Development,Research Scientist,1,Non-Travel,Yes,1,1,0,1
RM213,Sales,Sales Executive,2,Travel_Frequently,No,7,7,0,7
RM522,Sales,Sales Executive,2,Travel_Frequently,Yes,6,5,0,4
RM1318,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,5,4,0,2
RM098,Sales,Sales Executive,2,Non-Travel,No,5,4,0,4
RM828,Research & Development,Research Scientist,1,Travel_Frequently,Yes,3,1,0,2
RM1365,Sales,Sales Executive,2,Travel_Frequently,Yes,7,7,0,7
RM156,Research & Development,Manufacturing Director,2,Non-Travel,No,10,7,0,9
RM283,Sales,Sales Executive,2,Travel_Frequently,No,10,7,0,9
RM350,Sales,Sales Executive,2,Non-Travel,No,4,3,0,2
RM698,Sales,Sales Representative,1,Travel_Frequently,No,3,1,0,2
RM1058,Sales,Sales Executive,2,Travel_Frequently,No,5,3,0,0
RM121,Research & Development,Research Scientist,1,Travel_Frequently,No,10,7,0,9
RM217,Sales,Sales Executive,2,Travel_Frequently,No,6,3,0,1
RM624,Research & Development,Research Scientist,1,Travel_Frequently,No,5,4,0,3
RM1245,Research & Development,Research Scientist,1,Travel_Frequently,No,9,7,0,7
RM680,Sales,Sales Executive,2,Non-Travel,No,9,8,0,0
RM727,Research & Development,Manufacturing Director,2,Travel_Frequently,No,4,3,0,3
RM1396,Sales,Sales Executive,2,Travel_Frequently,Yes,10,7,0,8
RM145,Sales,Sales Executive,2,Travel_Frequently,No,8,7,0,
RM261,Research & Development,Laboratory Technician,1,Travel_Frequently,No,5,1,0,3
RM882,Research & Development,Research Scientist,2,Travel_Frequently,Yes,8,7,0,7
RM1261,Research & Development,Research Scientist,1,Non-Travel,No,7,7,0,7
RM1376,Research & Development,Research Scientist,1,Travel_Frequently,Yes,4,1,0,3
RM122,Sales,Sales Executive,2,Non-Travel,No,7,7,0,7
RM329,Sales,Sales Executive,2,Travel_Frequently,No,7,7,0,1
RM873,Sales,Sales Executive,2,Travel_Frequently,No,10,7,0,1
RM1048,Sales,Sales Executive,2,Travel_Frequently,No,4,3,0,3
RM1416,Research & Development,Laboratory Technician,1,Non-Travel,No,1,1,0,0
RM112,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,9,7,0,6
RM978,Research & Development,Research Scientist,1,Non-Travel,No,5,4,0,0
RM1268,Sales,Sales Executive,2,Non-Travel,Yes,15,14,0,7
RM1291,Research & Development,Laboratory Technician,2,Travel_Frequently,No,7,1,0,7
RM229,Sales,Sales Executive,3,Travel_Frequently,No,10,7,0,8
RM103,Research & Development,Laboratory Technician,1,Travel_Frequently,Yes,1,0,1,0
RM1138,Research & Development,Research Scientist,1,Non-Travel,Yes,4,2,1,3
RM1439,Sales,Sales Representative,1,Travel_Frequently,No,1,0,1,0
RM021,Research & Development,Manufacturing Director,2,Non-Travel,No,4,2,1,3
RM1169,Research & Development,Research Scientist,1,Travel_Frequently,Yes,6,3,1,3
RM268,Research & Development,Healthcare Representative,2,Non-Travel,No,6,3,1,5
RM912,Sales,Sales Representative,1,Travel_Frequently,Yes,1,0,1,0
RM279,Research & Development,Manufacturing Director,2,Travel_Frequently,No,6,5,1,4
RM454,Human Resources,Human Resources,1,Travel_Frequently,Yes,7,7,1,0
RM615,Research & Development,Research Scientist,1,Travel_Frequently,Yes,8,7,1,7
RM770,Research & Development,Research Scientist,1,Travel_Frequently,No,5,3,1,3
RM044,Sales,Sales Executive,3,Travel_Frequently,No,9,8,1,7
RM332,Sales,Sales Executive,2,Non-Travel,Yes,5,4,1,4
RM538,Research & Development,Manufacturing Director,3,Travel_Frequently,No,9,7,1,7
RM577,Sales,Sales Executive,2,Travel_Frequently,No,4,2,1,1
RM781,Research & Development,Healthcare Representative,3,Non-Travel,No,10,7,1,9
RM1071,Sales,Sales Executive,2,Travel_Frequently,No,4,2,1,3
RM1382,Research & Development,Research Scientist,1,Non-Travel,No,5,3,1,4
RM824,Research & Development,Research Scientist,1,Travel_Frequently,No,7,5,1,1
RM1126,Research & Development,Healthcare Representative,2,Travel_Frequently,No,6,4,1,3
RM1333,Research & Development,Research Scientist,1,Travel_Frequently,Yes,1,0,1,0
RM420,Research & Development,Laboratory Technician,1,Non-Travel,No,5,3,1,4
RM932,Research & Development,Manufacturing Director,2,Non-Travel,Yes,8,4,1,7
RM225,Research & Development,Manufacturing Director,2,Non-Travel,No,5,4,1,4
RM260,Research & Development,Laboratory Technician,1,Travel_Frequently,No,5,4,1,4
RM1240,Research & Development,Manufacturing Director,2,Travel_Frequently,No,5,4,1,4
RM1464,Research & Development,Manufacturing Director,2,Non-Travel,No,9,4,1,7
RM1227,Research & Development,Research Scientist,1,Travel_Frequently,No,5,2,1,3
RM040,Sales,Sales Executive,2,Travel_Frequently,No,5,3,1,3
RM1254,Sales,Sales Executive,2,Non-Travel,No,11,7,1,7
RM1266,Research & Development,Research Scientist,2,Non-Travel,No,9,8,1,7
RM189,Research & Development,Manufacturing Director,2,Travel_Frequently,No,10,9,1,9
RM416,Sales,Sales Representative,1,Travel_Frequently,No,2,2,1,0
RM607,Research & Development,Research Scientist,1,Travel_Frequently,No,5,2,1,3
RM924,Human Resources,Human Resources,2,Travel_Frequently,No,10,9,1,8
RM1016,Research & Development,Research Scientist,1,Travel_Frequently,No,4,3,1,3
RM057,Sales,Sales Executive,3,Travel_Frequently,No,9,8,1,8
RM962,Research & Development,Research Scientist,2,Travel_Frequently,Yes,9,6,1,1
RM1216,Research & Development,Research Scientist,1,Travel_Frequently,Yes,5,4,1,4
RM1289,Research & Development,Manufacturing Director,2,Non-Travel,No,7,7,1,7
RM208,Research & Development,Laboratory Technician,1,Travel_Frequently,No,8,1,1,
RM360,Sales,Sales Executive,3,Travel_Frequently,No,13,9,1,
RM1023,Research & Development,Laboratory Technician,1,Non-Travel,No,6,5,1,3
RM1212,Sales,Sales Executive,2,Travel_Frequently,No,6,3,1,3
RM009,Research & Development,Manufacturing Director,3,Travel_Frequently,No,9,7,1,
RM084,Research & Development,Research Scientist,2,Non-Travel,Yes,13,11,1,9
RM704,Sales,Sales Executive,2,Non-Travel,Yes,5,3,1,3
RM1452,Sales,Sales Executive,2,Travel_Rarely,No,10,7,1,9
RM401,Research & Development,Manager,5,Travel_Frequently,Yes,21,8,1,6
RM1438,Research & Development,Manager,5,Non-Travel,No,6,0,1,3
RM534,Sales,Sales Executive,3,Travel_Frequently,Yes,18,13,1,12
RM447,Sales,Sales Executive,2,Non-Travel,No,14,3,1,10
RM961,Sales,Sales Executive,2,Travel_Frequently,No,9,3,1,7
RM316,Research & Development,Laboratory Technician,1,Travel_Frequently,No,8,7,1,7
RM544,Research & Development,Laboratory Technician,1,Non-Travel,No,5,2,1,4
RM567,Sales,Sales Executive,2,Travel_Frequently,Yes,5,4,1,3
RM1371,Research & Development,Research Scientist,2,Non-Travel,No,8,7,1,7
RM002,Research & Development,Research Scientist,2,Travel_Frequently,No,10,7,1,7
RM202,Research & Development,Manufacturing Director,2,Non-Travel,Yes,7,7,1,7
RM1007,Research & Development,Laboratory Technician,2,Travel_Frequently,No,4,3,1,3
RM529,Sales,Sales Executive,2,Travel_Frequently,Yes,4,3,1,3
RM891,Research & Development,Manufacturing Director,3,Travel_Frequently,No,5,4,1,4
RM1077,Research & Development,Manager,4,Travel_Frequently,No,14,9,1,12
RM1442,Research & Development,Healthcare Representative,2,Non-Travel,No,13,12,1,9
RM071,Sales,Sales Executive,2,Travel_Frequently,No,4,3,1,
RM1272,Sales,Sales Representative,1,Travel_Rarely,No,1,0,1,0
RM415,Sales,Sales Representative,1,Travel_Rarely,Yes,5,3,1,4
RM398,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,1,3
RM564,Sales,Sales Executive,2,Travel_Rarely,No,6,5,1,4
RM886,Sales,Sales Executive,2,Travel_Rarely,No,4,3,1,1
RM476,Sales,Sales Executive,2,Travel_Rarely,No,5,3,1,4
RM1298,Human Resources,Human Resources,1,Travel_Rarely,Yes,5,1,1,4
RM1042,Sales,Sales Executive,2,Travel_Rarely,No,5,4,1,3
RM206,Sales,Sales Executive,3,Travel_Rarely,No,10,4,1,
RM344,Sales,Sales Executive,2,Travel_Rarely,Yes,7,7,1,7
RM1173,Sales,Sales Executive,2,Travel_Rarely,No,5,2,1,4
RM845,Sales,Sales Executive,2,Travel_Rarely,No,10,3,1,4
RM1065,Human Resources,Human Resources,1,Travel_Rarely,No,5,3,1,3
RM1110,Sales,Sales Executive,3,Travel_Rarely,No,4,2,1,3
RM1252,Sales,Sales Executive,3,Travel_Rarely,No,7,7,1,7
RM311,Human Resources,Human Resources,2,Travel_Rarely,No,2,2,1,0
RM322,Sales,Sales Executive,2,Travel_Rarely,No,7,7,1,7
RM1359,Sales,Sales Executive,2,Travel_Rarely,Yes,5,2,1,4
RM864,Human Resources,Human Resources,1,Travel_Rarely,No,5,4,1,4
RM568,Sales,Sales Executive,2,Travel_Rarely,No,6,5,1,4
RM835,Sales,Sales Executive,2,Travel_Rarely,No,6,5,1,3
RM1343,Sales,Sales Executive,3,Travel_Rarely,Yes,5,3,1,0
RM1386,Sales,Sales Executive,3,Travel_Rarely,No,8,7,1,1
RM1447,Sales,Sales Executive,2,Travel_Rarely,No,8,7,1,7
RM699,Sales,Sales Executive,2,Travel_Rarely,No,5,2,1,0
RM836,Human Resources,Human Resources,1,Travel_Rarely,No,5,4,1,4
RM871,Sales,Sales Executive,2,Travel_Rarely,Yes,7,7,1,7
RM1451,Human Resources,Human Resources,3,Travel_Rarely,Yes,9,0,1,7
RM1341,Sales,Sales Executive,2,Travel_Rarely,Yes,10,9,1,7
RM1356,Sales,Sales Executive,2,Travel_Rarely,No,4,2,1,3
RM116,Sales,Sales Executive,3,Travel_Rarely,No,5,3,1,3
RM487,Sales,Sales Executive,2,Travel_Rarely,Yes,3,0,1,0
RM964,Sales,Sales Executive,2,Travel_Rarely,No,7,7,1,7
RM987,Sales,Sales Executive,2,Travel_Rarely,Yes,5,4,1,4
RM369,Sales,Sales Executive,2,Travel_Rarely,Yes,6,4,1,0
RM388,Sales,Sales Executive,2,Travel_Rarely,No,5,4,1,3
RM418,Sales,Manager,5,Travel_Rarely,No,20,15,1,12
RM885,Sales,Sales Executive,2,Travel_Rarely,No,5,1,1,3
RM947,Sales,Sales Executive,3,Travel_Rarely,Yes,5,4,1,0
RM1357,Sales,Sales Executive,2,Travel_Rarely,No,5,4,1,4
RM351,Human Resources,Human Resources,1,Travel_Rarely,Yes,3,2,1,0
RM840,Sales,Sales Executive,2,Travel_Rarely,No,6,4,1,5
RM236,Sales,Manager,4,Travel_Rarely,Yes,17,13,1,9
RM850,Sales,Sales Executive,2,Travel_Rarely,No,4,3,1,3
RM1270,Human Resources,Human Resources,1,Travel_Rarely,No,9,7,1,8
RM053,Sales,Sales Executive,2,Travel_Rarely,Yes,4,3,1,3
RM756,Sales,Manager,4,Travel_Rarely,No,9,3,1,1
RM914,Sales,Manager,5,Travel_Rarely,Yes,24,10,1,11
RM533,Sales,Sales Executive,2,Travel_Rarely,No,7,7,1,7
RM1155,Human Resources,Manager,5,Travel_Rarely,No,5,2,1,0
RM092,Sales,Sales Executive,2,Travel_Rarely,Yes,10,7,1,0
RM562,Sales,Manager,4,Travel_Rarely,No,34,6,1,16
RM083,Sales,Sales Executive,3,Travel_Rarely,No,1,0,1,0
RM1402,Human Resources,Manager,5,Travel_Rarely,Yes,10,9,1,4
RM099,Sales,Sales Executive,4,Travel_Rarely,No,37,10,1,8
RM880,Sales,Sales Executive,2,Travel_Rarely,Yes,11,7,1,9
RM178,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,0,1,0
RM514,Research & Development,Research Scientist,1,Travel_Rarely,Yes,1,0,1,1
RM778,Research & Development,Laboratory Technician,1,Travel_Rarely,No,1,0,1,0
RM218,Research & Development,Research Scientist,1,Travel_Rarely,No,6,2,1,5
RM422,Research & Development,Research Scientist,1,Travel_Rarely,No,2,2,1,1
RM940,Research & Development,Laboratory Technician,2,Travel_Rarely,No,10,4,1,1
RM237,Research & Development,Laboratory Technician,1,Travel_Rarely,No,9,7,1,7
RM437,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,1,3
RM025,Research & Development,Research Scientist,1,Travel_Rarely,No,4,2,1,
RM1113,Research & Development,Manufacturing Director,2,Travel_Rarely,No,5,2,1,4
RM1084,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,4,1,0
RM668,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,7,7,1,0
RM1112,Research & Development,Manufacturing Director,3,Travel_Rarely,No,33,7,1,9
RM569,Research & Development,Manager,5,Travel_Rarely,Yes,5,2,1,4
RM1355,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,2,1,0
RM275,Research & Development,Research Scientist,1,Travel_Rarely,No,3,2,1,0
RM735,Research & Development,Laboratory Technician,1,Travel_Rarely,No,4,3,1,1
RM1409,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5,2,1,4
RM475,Research & Development,Research Scientist,1,Travel_Rarely,Yes,6,5,1,4
RM256,Research & Development,Manufacturing Director,2,Travel_Rarely,No,4,2,1,
RM734,Research & Development,Manufacturing Director,2,Travel_Rarely,No,8,7,1,3
