emp_id,employee_number,age,age_group,gender,marital_status,education,education_field,distance_from_home,num_companies_worked,total_working_years,attrition,attrition_count
RM183,248,41,36-45,Female,Single,2,Marketing,20,1,4,Yes,1
RM858,1200,44,36-45,Male,Single,4,Life Sciences,10,1,6,Yes,1
RM929,1295,44,36-45,Female,Married,3,Medical,15,1,10,Yes,1
RM1334,1869,46,46-55,Female,Married,3,Life Sciences,10,5,14,Yes,1
RM854,1193,19,18-25,Male,Single,2,Life Sciences,9,1,1,No,0
RM551,758,23,18-25,Male,Married,1,Medical,9,1,5,No,0
RM1026,1445,24,18-25,Female,Married,1,Medical,4,1,5,No,0
RM1098,1551,24,18-25,Male,Divorced,2,Technical Degree,21,0,2,No,0
RM1218,1707,24,18-25,Male,Married,3,Medical,9,1,5,No,0
RM479,645,25,18-25,Male,Married,1,Medical,13,1,7,No,0
RM619,854,25,18-25,Male,Single,1,Medical,2,7,6,No,0
RM635,879,25,18-25,Male,Married,1,Other,3,1,5,No,0
RM1434,2018,25,18-25,Female,Divorced,2,Other,8,0,6,No,0
RM039,51,36,36-45,Female,Married,4,Life Sciences,5,9,6,No,0
RM594,823,36,36-45,Female,Married,3,Other,1,0,10,No,0
RM634,878,36,36-45,Male,Married,3,Life Sciences,8,0,6,No,0
RM1012,1425,36,36-45,Female,Single,4,Marketing,3,3,15,No,0
RM1184,1664,36,36-45,Male,Divorced,2,Life Sciences,3,6,13,No,0
RM1454,2045,36,36-45,Female,Married,4,Marketing,11,4,8,No,0
RM060,77,37,36-45,Male,Divorced,4,Life Sciences,1,1,7,No,0
RM249,340,37,36-45,Female,Married,2,Medical,1,2,17,No,0
RM274,378,37,36-45,Male,Married,4,Medical,6,4,7,No,0
RM365,486,37,36-45,Female,Married,3,Medical,10,6,17,No,0
RM768,1062,37,36-45,Female,Single,3,Other,3,3,8,No,0
RM1159,1631,37,36-45,Male,Married,3,Life Sciences,19,3,9,No,0
RM1345,1885,37,36-45,Male,Married,4,Medical,7,5,16,No,0
RM169,230,38,36-45,Female,Single,4,Life Sciences,1,4,12,No,0
RM308,421,38,36-45,Female,Married,2,Life Sciences,25,3,19,No,0
RM519,709,38,36-45,Female,Single,4,Marketing,7,0,8,No,0
RM1162,1638,38,36-45,Female,Married,2,Medical,2,3,10,No,0
RM1273,1782,38,36-45,Female,Married,2,Other,6,1,5,No,0
RM655,909,39,36-45,Female,Married,3,Life Sciences,2,8,13,No,0
RM706,985,39,36-45,Male,Single,5,Life Sciences,2,0,9,No,0
RM1156,1627,39,36-45,Male,Divorced,2,Medical,3,0,11,No,0
RM336,453,40,36-45,Male,Married,2,Medical,1,2,6,No,0
RM1287,1802,40,36-45,Female,Married,2,Life Sciences,2,4,7,No,0
RM1300,1822,40,36-45,Female,Divorced,3,Life Sciences,1,4,12,No,0
RM1458,2051,40,36-45,Female,Married,4,Medical,2,2,20,No,0
RM134,176,41,36-45,Male,Divorced,1,Life Sciences,9,3,12,No,0
RM301,410,41,36-45,Male,Single,4,Life Sciences,2,1,22,No,0
RM404,534,41,36-45,Male,Married,3,Marketing,1,1,10,No,0
RM784,1085,41,36-45,Female,Married,2,Technical Degree,7,1,10,No,0
RM1267,1772,41,36-45,Male,Divorced,4,Life Sciences,9,1,5,No,0
RM1446,2034,41,36-45,Female,Married,4,Life Sciences,28,0,21,No,0
RM1449,2037,41,36-45,Male,Divorced,3,Life Sciences,3,2,14,No,0
RM598,827,42,36-45,Female,Married,2,Life Sciences,1,9,8,No,0
RM673,936,42,36-45,Female,Single,2,Medical,14,7,10,No,0
RM1000,1408,42,36-45,Female,Married,3,Human Resources,10,0,21,No,0
RM1264,1768,42,36-45,Male,Divorced,3,Medical,12,8,7,No,0
RM899,1255,43,36-45,Male,Married,3,Life Sciences,3,3,25,No,0
RM1134,1599,43,36-45,Male,Divorced,3,Technical Degree,27,5,8,No,0
RM1400,1971,43,36-45,Male,Married,3,Life Sciences,11,1,10,No,0
RM142,192,45,36-45,Male,Single,3,Medical,29,5,9,No,0
RM154,206,45,36-45,Male,Divorced,3,Life Sciences,9,8,20,No,0
RM175,240,45,36-45,Female,Divorced,2,Life Sciences,4,4,9,No,0
RM626,864,45,36-45,Male,Divorced,3,Marketing,9,4,18,No,0
RM714,996,45,36-45,Female,Divorced,4,Medical,1,3,8,No,0
RM760,1049,45,36-45,Male,Single,4,Medical,24,1,6,No,0
RM1035,1460,45,36-45,Male,Divorced,3,Medical,20,2,24,No,0
RM1093,1546,45,36-45,Male,Married,3,Technical Degree,28,4,8,No,0
RM1455,2046,45,36-45,Female,Single,3,Life Sciences,20,8,8,No,0
RM413,550,46,46-55,Female,Divorced,3,Medical,18,2,19,No,0
RM724,1007,46,46-55,Male,Divorced,2,Medical,7,6,13,No,0
RM917,1280,46,46-55,Female,Married,2,Marketing,4,2,26,No,0
RM1232,1727,46,46-55,Male,Single,4,Life Sciences,13,6,19,No,0
RM1236,1732,46,46-55,Male,Divorced,3,Life Sciences,2,4,13,No,0
RM970,1363,48,46-55,Male,Single,3,Life Sciences,4,1,11,No,0
RM317,431,49,46-55,Female,Single,2,Technical Degree,1,7,25,No,0
RM474,638,49,46-55,Male,Divorced,4,Life Sciences,18,1,31,No,0
RM1055,1484,49,46-55,Male,Divorced,4,Life Sciences,7,3,29,No,0
RM1196,1677,49,46-55,Male,Single,3,Life Sciences,1,4,23,No,0
RM1255,1757,49,46-55,Female,Single,4,Marketing,11,3,8,No,0
RM589,815,50,46-55,Male,Married,3,Medical,2,5,30,No,0
RM377,500,51,46-55,Female,Married,2,Life Sciences,14,4,18,No,0
RM963,1352,51,46-55,Male,Divorced,3,Life Sciences,5,1,33,No,0
RM407,543,52,46-55,Male,Married,3,Medical,3,2,28,No,0
RM1001,1409,52,46-55,Female,Married,4,Other,8,9,12,No,0
RM096,126,54,46-55,Female,Married,4,Technical Degree,2,9,16,No,0
RM729,1013,54,46-55,Female,Married,3,Technical Degree,17,8,22,No,0
RM895,1250,54,46-55,Male,Married,3,Life Sciences,3,3,36,No,0
RM284,389,55,46-55,Male,Married,2,Technical Degree,20,3,12,No,0
RM1011,1424,55,46-55,Male,Divorced,4,Medical,1,2,31,No,0
RM086,112,56,55+,Male,Single,3,Life Sciences,7,4,37,No,0
RM759,1048,59,55+,Male,Married,2,Technical Degree,1,3,14,No,0
RM898,1254,59,55+,Female,Single,3,Life Sciences,3,5,13,No,0
RM844,1177,26,26-35,Male,Married,4,Medical,3,1,8,No,0
RM1005,1417,26,26-35,Male,Single,3,Other,7,0,8,No,0
RM192,260,27,26-35,Female,Single,3,Medical,9,1,7,No,0
RM321,437,27,26-35,Male,Single,3,Life Sciences,2,1,5,No,0
RM340,458,27,26-35,Female,Married,4,Marketing,8,1,8,No,0
RM486,655,27,26-35,Female,Divorced,4,Medical,6,0,6,No,0
RM531,725,27,26-35,Female,Married,2,Life Sciences,1,1,9,No,0
RM555,764,27,26-35,Female,Single,3,Medical,7,8,9,No,0
RM611,844,27,26-35,Male,Divorced,1,Technical Degree,5,1,9,No,0
RM671,933,27,26-35,Female,Single,3,Life Sciences,4,1,1,No,0
RM903,1259,27,26-35,Male,Divorced,2,Life Sciences,4,1,5,No,0
RM1150,1619,27,26-35,Male,Divorced,3,Other,19,1,7,No,0
RM1351,1898,27,26-35,Female,Single,2,Medical,2,0,9,No,0
RM1394,1965,27,26-35,Male,Single,3,Marketing,9,1,7,No,0
RM290,395,28,26-35,Female,Single,2,Life Sciences,8,1,5,No,0
RM303,412,28,26-35,Male,Single,2,Medical,16,0,9,No,0
RM375,498,28,26-35,Male,Single,4,Life Sciences,9,1,7,No,0
RM630,869,28,26-35,Male,Divorced,2,Medical,8,1,6,No,0
RM820,1136,28,26-35,Male,Married,1,Life Sciences,2,0,6,No,0
RM985,1387,28,26-35,Male,Married,3,Life Sciences,26,1,5,No,0
RM1152,1622,28,26-35,Female,Divorced,3,Medical,27,0,6,No,0
RM1284,1799,28,26-35,Male,Married,3,Life Sciences,1,1,5,No,0
RM012,15,29,26-35,Female,Single,2,Life Sciences,15,0,10,No,0
RM072,94,29,26-35,Male,Married,3,Life Sciences,2,0,6,No,0
RM595,824,29,26-35,Male,Married,2,Life Sciences,23,1,10,No,0
RM658,912,29,26-35,Female,Divorced,1,Medical,7,6,8,No,0
RM853,1192,29,26-35,Female,Married,1,Medical,6,1,10,No,0
RM1006,1419,29,26-35,Male,Single,3,Other,17,1,10,No,0
RM1064,1497,29,26-35,Male,Divorced,3,Life Sciences,19,1,10,No,0
RM1091,1544,29,26-35,Female,Married,1,Other,8,3,9,No,0
RM1388,1954,29,26-35,Male,Married,3,Life Sciences,1,0,6,No,0
RM1460,2053,29,26-35,Male,Married,2,Other,13,4,10,No,0
RM1461,2054,29,26-35,Female,Single,4,Medical,28,1,5,No,0
RM144,194,30,26-35,Female,Single,3,Life Sciences,18,1,5,No,0
RM411,548,30,26-35,Female,Single,3,Life Sciences,2,2,11,No,0
RM866,1211,30,26-35,Male,Divorced,4,Life Sciences,29,8,8,No,0
RM949,1321,30,26-35,Female,Married,4,Medical,17,1,9,No,0
RM1297,1816,30,26-35,Female,Single,3,Medical,10,9,9,No,0
RM435,581,31,26-35,Male,Divorced,1,Life Sciences,9,1,13,No,0
RM451,604,31,26-35,Male,Single,1,Life Sciences,2,4,10,No,0
RM457,613,31,26-35,Male,Divorced,3,Life Sciences,7,9,10,No,0
RM645,895,31,26-35,Male,Married,4,Life Sciences,11,3,8,No,0
RM896,1251,31,26-35,Male,Married,2,Medical,11,1,6,No,0
RM1342,1881,31,26-35,Male,Divorced,3,Life Sciences,20,1,10,No,0
RM074,96,32,26-35,Male,Married,3,Life Sciences,1,1,10,No,0
RM323,439,32,26-35,Female,Single,4,Medical,2,7,10,No,0
RM501,679,32,26-35,Female,Married,4,Life Sciences,9,1,6,No,0
RM528,722,32,26-35,Male,Single,3,Marketing,10,1,10,No,0
RM936,1304,32,26-35,Male,Married,3,Medical,8,1,10,No,0
RM1027,1446,32,26-35,Male,Married,5,Marketing,7,4,7,No,0
RM1242,1739,32,26-35,Male,Married,3,Life Sciences,19,3,10,No,0
RM031,39,33,26-35,Male,Single,3,Medical,2,4,7,No,0
RM177,242,33,26-35,Male,Single,3,Life Sciences,2,0,4,No,0
RM456,612,33,26-35,Female,Divorced,5,Medical,1,4,10,No,0
RM620,855,33,26-35,Male,Divorced,3,Medical,1,1,9,No,0
RM656,910,33,26-35,Male,Divorced,2,Human Resources,3,3,7,No,0
RM909,1268,33,26-35,Male,Divorced,5,Marketing,10,0,10,No,0
RM1067,1502,33,26-35,Female,Married,4,Medical,4,8,8,No,0
RM1092,1545,33,26-35,Male,Single,3,Life Sciences,25,1,5,No,0
RM1364,1924,33,26-35,Male,Single,4,Marketing,10,1,10,No,0
RM758,1047,34,26-35,Male,Divorced,4,Marketing,1,0,16,No,0
RM764,1055,34,26-35,Female,Married,4,Life Sciences,10,1,1,No,0
RM1028,1447,34,26-35,Female,Married,3,Life Sciences,1,5,7,No,0
RM011,14,35,26-35,Male,Married,3,Medical,16,0,6,No,0
RM082,105,35,26-35,Male,Single,3,Medical,1,1,6,No,0
RM152,204,35,26-35,Male,Married,5,Marketing,1,1,10,No,0
RM345,464,35,26-35,Male,Single,4,Technical Degree,5,0,17,No,0
RM373,496,35,26-35,Male,Single,4,Life Sciences,9,9,10,No,0
RM439,586,35,26-35,Male,Married,3,Life Sciences,16,4,10,No,0
RM462,620,35,26-35,Female,Single,3,Medical,1,1,5,No,0
RM677,942,35,26-35,Female,Married,1,Life Sciences,21,1,10,No,0
RM705,984,35,26-35,Male,Divorced,4,Life Sciences,3,6,12,No,0
RM974,1369,35,26-35,Female,Married,3,Medical,1,0,10,No,0
RM1233,1728,35,26-35,Male,Married,4,Life Sciences,27,2,17,No,0
RM1303,1826,35,26-35,Male,Married,4,Medical,23,0,6,No,0
RM1381,1945,35,26-35,Male,Married,4,Medical,18,0,6,No,0
RM1393,1962,35,26-35,Female,Married,4,Life Sciences,7,1,10,No,0
RM1425,2008,35,26-35,Male,Single,4,Medical,9,1,10,No,0
RM798,1107,26,26-35,Male,Divorced,3,Medical,21,1,1,Yes,1
RM496,667,27,26-35,Male,Divorced,1,Marketing,2,0,5,Yes,1
RM843,1175,28,26-35,Female,Married,1,Life Sciences,12,1,1,Yes,1
RM1137,1604,28,26-35,Male,Married,3,Medical,24,1,1,Yes,1
RM1391,1960,28,26-35,Male,Divorced,3,Technical Degree,17,5,6,Yes,1
RM230,315,29,26-35,Male,Single,1,Medical,18,1,4,Yes,1
RM337,454,29,26-35,Male,Married,4,Other,8,1,7,Yes,1
RM1078,1522,29,26-35,Male,Single,4,Technical Degree,1,6,11,Yes,1
RM141,190,32,26-35,Female,Single,3,Medical,9,7,10,Yes,1
RM235,325,33,26-35,Male,Married,3,Medical,14,5,8,Yes,1
RM383,510,26,26-35,Male,Single,1,Technical Degree,3,0,7,Yes,1
RM686,956,26,26-35,Male,Single,3,Medical,1,1,7,No,0
RM165,224,27,26-35,Male,Divorced,3,Medical,3,1,1,No,0
RM213,293,27,26-35,Female,Single,3,Life Sciences,20,1,7,No,0
RM522,714,27,26-35,Female,Divorced,1,Medical,3,1,6,No,0
RM1318,1850,27,26-35,Female,Single,2,Life Sciences,5,0,6,No,0
RM098,129,28,26-35,Male,Married,3,Medical,4,1,5,No,0
RM828,1154,28,26-35,Male,Divorced,3,Life Sciences,6,1,3,No,0
RM1365,1927,28,26-35,Male,Married,2,Life Sciences,1,1,7,No,0
RM156,208,29,26-35,Male,Married,1,Technical Degree,1,1,10,No,0
RM283,388,29,26-35,Male,Single,2,Life Sciences,2,1,10,No,0
RM350,469,29,26-35,Male,Married,3,Life Sciences,2,1,4,No,0
RM698,974,29,26-35,Female,Married,3,Technical Degree,20,1,3,No,0
RM1058,1487,29,26-35,Female,Single,3,Technical Degree,13,5,7,Yes,1
RM121,159,30,26-35,Male,Divorced,3,Life Sciences,23,1,10,No,0
RM217,299,30,26-35,Female,Single,4,Marketing,26,5,9,Yes,1
RM624,861,30,26-35,Male,Divorced,4,Life Sciences,5,9,10,No,0
RM1245,1745,30,26-35,Female,Single,4,Technical Degree,2,0,10,No,0
RM680,947,31,26-35,Female,Married,2,Marketing,20,1,9,No,0
RM727,1011,31,26-35,Female,Married,1,Life Sciences,1,1,4,No,0
RM1396,1967,31,26-35,Male,Married,4,Marketing,26,1,10,Yes,1
RM145,195,32,26-35,Male,Divorced,2,Medical,9,0,9,No,0
RM261,359,32,26-35,Male,Married,3,Life Sciences,7,1,5,No,0
RM882,1235,32,26-35,Female,Single,2,Life Sciences,2,4,10,No,0
RM1261,1764,32,26-35,Male,Single,4,Technical Degree,5,2,12,No,0
RM1376,1939,32,26-35,Female,Single,2,Life Sciences,5,3,8,Yes,1
RM122,160,33,26-35,Male,Married,2,Marketing,22,0,8,No,0
RM329,446,33,26-35,Male,Single,3,Marketing,10,3,9,No,0
RM873,1220,33,26-35,Female,Married,3,Medical,25,1,10,No,0
RM1048,1477,33,26-35,Male,Married,3,Medical,7,0,5,No,0
RM1416,1994,33,26-35,Male,Divorced,2,Medical,1,1,1,No,0
RM112,147,34,26-35,Male,Single,3,Life Sciences,7,1,9,Yes,1
RM978,1374,34,26-35,Female,Divorced,1,Technical Degree,26,1,5,No,0
RM1268,1774,34,26-35,Male,Divorced,3,Life Sciences,10,1,15,No,0
RM1291,1807,34,26-35,Male,Married,4,Life Sciences,9,4,11,Yes,1
RM229,314,35,26-35,Female,Single,3,Marketing,1,1,10,No,0
RM103,137,20,18-25,Female,Single,3,Life Sciences,6,1,1,Yes,1
RM1138,1605,22,18-25,Female,Married,2,Other,26,1,4,No,0
RM1439,2023,23,18-25,Male,Married,3,Marketing,9,1,1,Yes,1
RM021,26,24,18-25,Female,Divorced,2,Other,11,0,5,No,0
RM1169,1646,24,18-25,Female,Single,1,Technical Degree,2,1,6,No,0
RM268,369,25,18-25,Male,Divorced,2,Life Sciences,5,1,6,No,0
RM912,1273,25,18-25,Male,Single,1,Life Sciences,24,1,1,Yes,1
RM279,384,26,26-35,Female,Divorced,3,Life Sciences,1,1,6,No,0
RM454,608,26,26-35,Female,Divorced,4,Life Sciences,17,0,8,Yes,1
RM615,848,26,26-35,Female,Married,2,Medical,5,1,8,Yes,1
RM770,1068,26,26-35,Female,Divorced,1,Medical,1,1,5,No,0
RM044,56,27,26-35,Male,Single,3,Life Sciences,8,1,9,No,0
RM332,449,27,26-35,Male,Married,1,Marketing,1,0,6,No,0
RM538,733,27,26-35,Male,Divorced,2,Life Sciences,10,1,9,No,0
RM577,800,27,26-35,Male,Married,1,Marketing,8,0,5,No,0
RM781,1082,28,26-35,Male,Single,2,Technical Degree,24,1,10,Yes,1
RM1071,1507,28,26-35,Male,Single,3,Life Sciences,7,0,5,No,0
RM1382,1947,28,26-35,Male,Single,3,Medical,16,1,5,No,0
RM824,1143,29,26-35,Female,Divorced,3,Life Sciences,10,0,8,No,0
RM1126,1590,29,26-35,Male,Divorced,1,Life Sciences,2,1,6,No,0
RM1333,1868,29,26-35,Male,Single,2,Life Sciences,24,1,1,Yes,1
RM420,562,30,26-35,Male,Married,3,Life Sciences,3,4,9,No,0
RM932,1298,30,26-35,Female,Single,2,Medical,9,7,10,No,0
RM225,308,31,26-35,Male,Married,4,Medical,1,0,6,No,0
RM260,355,31,26-35,Male,Single,2,Medical,29,0,6,Yes,1
RM1240,1736,31,26-35,Female,Single,1,Technical Degree,24,2,9,No,0
RM1464,2057,31,26-35,Male,Single,3,Medical,5,0,10,No,0
RM1227,1720,32,26-35,Male,Married,3,Life Sciences,10,6,10,No,0
RM040,52,33,26-35,Female,Married,3,Life Sciences,1,2,10,No,0
RM1254,1756,33,26-35,Female,Single,3,Marketing,2,8,13,No,0
RM1266,1771,33,26-35,Male,Divorced,3,Technical Degree,4,5,11,No,0
RM189,256,34,26-35,Male,Married,1,Life Sciences,2,1,10,No,0
RM416,555,34,26-35,Female,Divorced,2,Marketing,6,0,3,Yes,1
RM607,838,34,26-35,Female,Single,4,Life Sciences,16,1,6,No,0
RM924,1289,34,26-35,Male,Married,3,Life Sciences,11,4,14,No,0
RM1016,1431,34,26-35,Male,Divorced,4,Other,1,5,10,No,0
RM057,74,35,26-35,Male,Married,5,Life Sciences,18,1,9,No,0
RM962,1350,35,26-35,Male,Single,4,Life Sciences,4,1,9,No,0
RM1216,1704,35,26-35,Male,Single,4,Medical,2,0,6,No,0
RM1289,1804,35,26-35,Male,Divorced,2,Medical,2,2,15,No,0
RM208,286,36,36-45,Female,Single,1,Medical,18,1,8,No,0
RM360,481,36,36-45,Male,Married,4,Medical,3,4,16,No,0
RM1023,1440,37,36-45,Male,Single,2,Technical Degree,5,0,7,No,0
RM1212,1700,37,36-45,Male,Divorced,4,Medical,1,1,6,No,0
RM009,12,38,36-45,Male,Single,3,Life Sciences,23,0,10,No,0
RM084,107,38,36-45,Female,Divorced,3,Medical,6,7,17,No,0
RM704,983,38,36-45,Female,Single,3,Technical Degree,10,1,6,No,0
RM1452,2041,38,36-45,Female,Married,2,Life Sciences,10,1,10,No,0
RM401,531,39,36-45,Male,Divorced,1,Life Sciences,1,1,21,No,0
RM1438,2022,39,36-45,Male,Single,3,Life Sciences,9,2,21,No,0
RM534,729,40,36-45,Male,Married,4,Life Sciences,5,5,20,No,0
RM447,599,41,36-45,Male,Single,2,Life Sciences,10,7,16,No,0
RM961,1349,41,36-45,Female,Divorced,3,Marketing,1,0,10,No,0
RM316,430,43,36-45,Female,Single,4,Life Sciences,10,0,9,No,0
RM544,744,44,36-45,Male,Single,3,Medical,24,2,9,No,0
RM567,785,47,46-55,Female,Single,2,Life Sciences,27,4,8,Yes,1
RM1371,1934,47,46-55,Male,Married,4,Technical Degree,14,8,16,No,0
RM002,2,49,46-55,Male,Married,1,Life Sciences,8,1,10,No,0
RM202,275,49,46-55,Male,Divorced,4,Life Sciences,18,1,7,No,0
RM1007,1420,49,46-55,Male,Single,2,Life Sciences,28,3,20,Yes,1
RM529,723,50,46-55,Male,Married,2,Technical Degree,8,3,18,Yes,1
RM891,1245,54,46-55,Female,Divorced,4,Life Sciences,1,7,33,No,0
RM1077,1520,54,46-55,Female,Divorced,4,Medical,11,3,26,No,0
RM1442,2026,56,55+,Male,Divorced,4,Life Sciences,1,1,13,No,0
RM071,91,59,55+,Female,Single,1,Life Sciences,1,7,20,No,0
RM1272,1780,21,18-25,Male,Single,1,Marketing,7,1,1,Yes,1
RM415,554,24,18-25,Female,Single,1,Technical Degree,1,1,6,Yes,1
RM398,527,25,18-25,Female,Single,2,Life Sciences,4,1,5,No,0
RM564,781,25,18-25,Female,Single,1,Medical,26,1,6,No,0
RM886,1240,25,18-25,Male,Single,4,Life Sciences,10,0,5,No,0
RM476,641,26,26-35,Male,Married,2,Marketing,28,1,6,No,0
RM1298,1818,26,26-35,Female,Married,2,Medical,20,0,6,Yes,1
RM1042,1469,28,26-35,Male,Single,3,Medical,5,0,6,No,0
RM206,283,29,26-35,Female,Married,3,Marketing,27,1,10,Yes,1
RM344,463,29,26-35,Female,Divorced,1,Marketing,10,1,7,No,0
RM1173,1650,29,26-35,Male,Single,3,Medical,10,9,8,No,0
RM845,1179,30,26-35,Male,Married,3,Marketing,10,1,10,No,0
RM1065,1499,30,26-35,Male,Divorced,3,Life Sciences,1,0,6,No,0
RM1110,1568,30,26-35,Male,Married,4,Technical Degree,29,3,9,No,0
RM1252,1754,30,26-35,Male,Divorced,2,Marketing,15,2,12,No,0
RM311,424,31,26-35,Male,Married,3,Human Resources,2,3,9,No,0
RM322,438,31,26-35,Male,Divorced,3,Marketing,7,4,13,No,0
RM1359,1912,31,26-35,Female,Divorced,2,Medical,10,2,8,No,0
RM864,1207,33,26-35,Male,Married,3,Human Resources,2,1,5,No,0
RM568,786,34,26-35,Male,Single,3,Other,2,1,6,No,0
RM835,1163,34,26-35,Female,Married,1,Life Sciences,9,1,6,No,0
RM1343,1882,34,26-35,Male,Married,3,Life Sciences,4,2,9,No,0
RM1386,1951,34,26-35,Male,Divorced,4,Medical,13,1,9,No,0
RM1447,2035,34,26-35,Female,Married,3,Marketing,28,1,8,No,0
RM699,975,35,26-35,Female,Married,3,Medical,18,1,5,No,0
RM836,1164,35,26-35,Male,Single,4,Technical Degree,8,1,6,No,0
RM871,1218,35,26-35,Male,Married,4,Life Sciences,17,3,15,No,0
RM1451,2040,35,26-35,Female,Single,4,Life Sciences,26,1,9,No,0
RM1341,1880,36,36-45,Female,Married,4,Technical Degree,10,1,10,No,0
RM1356,1908,36,36-45,Male,Married,2,Marketing,17,2,12,No,0
RM116,152,37,36-45,Male,Single,3,Life Sciences,3,2,12,No,0
RM487,656,37,36-45,Male,Married,3,Marketing,2,4,17,No,0
RM964,1355,38,36-45,Female,Divorced,2,Life Sciences,2,3,11,No,0
RM987,1390,39,36-45,Male,Married,4,Life Sciences,21,3,8,No,0
RM369,492,40,36-45,Male,Married,2,Marketing,22,2,8,Yes,1
RM388,516,40,36-45,Female,Divorced,2,Marketing,2,7,8,No,0
RM418,558,40,36-45,Female,Married,4,Life Sciences,2,0,21,No,0
RM885,1239,40,36-45,Female,Divorced,3,Technical Degree,10,7,7,No,0
RM947,1318,40,36-45,Male,Single,4,Marketing,25,2,9,Yes,1
RM1357,1909,41,36-45,Female,Married,3,Marketing,8,5,14,No,0
RM351,470,42,36-45,Male,Divorced,1,Technical Degree,2,0,4,No,0
RM840,1171,42,36-45,Male,Single,4,Marketing,4,7,9,No,0
RM236,327,43,36-45,Female,Married,3,Marketing,16,5,22,No,0
RM850,1188,43,36-45,Female,Single,3,Marketing,9,8,7,Yes,1
RM1270,1778,43,36-45,Male,Single,3,Life Sciences,2,0,10,No,0
RM053,68,44,36-45,Female,Divorced,5,Marketing,1,5,9,No,0
RM756,1045,45,36-45,Female,Married,2,Life Sciences,11,3,26,No,0
RM914,1277,45,36-45,Female,Single,3,Marketing,2,2,26,Yes,1
RM533,728,47,46-55,Male,Single,4,Marketing,14,2,20,No,0
RM1155,1625,47,46-55,Female,Married,4,Life Sciences,26,3,27,No,0
RM092,120,51,46-55,Male,Single,4,Marketing,21,0,11,No,0
RM562,776,52,46-55,Male,Married,4,Marketing,3,1,34,No,0
RM083,106,55,46-55,Male,Married,2,Life Sciences,1,3,24,No,0
RM1402,1973,55,46-55,Male,Married,4,Human Resources,26,4,35,No,0
RM099,131,58,55+,Male,Single,4,Medical,10,0,38,No,0
RM880,1233,60,55+,Male,Divorced,4,Marketing,7,0,12,No,0
RM178,243,19,18-25,Male,Single,3,Life Sciences,2,1,1,Yes,1
RM514,701,20,18-25,Male,Single,1,Medical,10,1,1,Yes,1
RM778,1079,21,18-25,Female,Single,3,Life Sciences,10,1,1,Yes,1
RM218,300,29,26-35,Male,Single,3,Technical Degree,1,0,7,Yes,1
RM422,565,29,26-35,Female,Married,5,Technical Degree,25,5,6,Yes,1
RM940,1309,32,26-35,Male,Married,2,Life Sciences,7,1,10,Yes,1
RM237,328,33,26-35,Female,Married,2,Life Sciences,2,7,13,Yes,1
RM437,584,33,26-35,Male,Divorced,1,Medical,10,7,8,Yes,1
RM025,31,34,26-35,Male,Single,1,Medical,6,2,8,Yes,1
RM1113,1573,38,36-45,Male,Married,3,Medical,2,4,7,Yes,1
RM1084,1534,40,36-45,Male,Single,4,Life Sciences,9,3,15,Yes,1
RM668,927,41,36-45,Female,Divorced,4,Life Sciences,2,4,10,Yes,1
RM1112,1572,53,46-55,Female,Married,5,Technical Degree,2,0,34,Yes,1
RM569,787,55,46-55,Male,Married,3,Medical,2,5,24,Yes,1
RM1355,1907,56,55+,Male,Single,2,Life Sciences,24,1,5,Yes,1
RM275,379,21,18-25,Male,Single,2,Medical,3,1,3,No,0
RM735,1019,22,18-25,Male,Married,1,Life Sciences,8,1,4,No,0
RM1409,1982,23,18-25,Male,Single,2,Other,12,1,5,No,0
RM475,639,24,18-25,Male,Married,3,Medical,23,1,6,No,0
RM256,350,25,18-25,Female,Married,3,Life Sciences,1,0,5,No,0
RM734,1018,26,26-35,Male,Married,2,Medical,2,1,8,No,0
RM782,1083,26,26-35,Male,Married,2,Medical,1,1,6,No,0
RM999,1407,26,26-35,Male,Single,1,Medical,2,0,5,No,0
RM1350,1893,26,26-35,Female,Married,2,Life Sciences,1,1,1,No,0
RM171,233,27,26-35,Male,Married,3,Technical Degree,17,0,6,No,0
RM513,700,27,26-35,Male,Single,4,Medical,3,0,5,No,0
RM1018,1434,27,26-35,Male,Married,1,Life Sciences,11,0,6,No,0
RM1249,1751,27,26-35,Female,Single,3,Medical,8,1,6,No,0
RM405,536,28,26-35,Male,Divorced,2,Medical,17,1,10,No,0
RM789,1097,28,26-35,Female,Single,3,Other,10,3,10,No,0
RM810,1121,28,26-35,Female,Divorced,3,Medical,3,0,10,No,0
RM1074,1514,28,26-35,Male,Married,1,Life Sciences,29,1,8,No,0
RM253,346,29,26-35,Male,Single,3,Life Sciences,15,1,6,No,0
RM573,793,29,26-35,Female,Married,3,Medical,27,4,11,No,0
RM809,1120,29,26-35,Female,Divorced,4,Life Sciences,28,4,11,No,0
RM860,1202,29,26-35,Female,Married,1,Life Sciences,15,0,6,No,0
RM904,1260,29,26-35,Male,Divorced,3,Life Sciences,7,1,6,No,0
RM906,1264,29,26-35,Female,Divorced,3,Life Sciences,1,3,9,No,0
RM1123,1586,29,26-35,Male,Single,1,Medical,3,1,10,No,0
RM1325,1859,29,26-35,Male,Divorced,1,Life Sciences,29,8,11,No,0
RM033,41,30,26-35,Male,Single,2,Medical,9,1,10,No,0
RM147,198,30,26-35,Male,Single,1,Medical,2,0,6,No,0
RM325,441,30,26-35,Female,Married,2,Medical,28,1,11,No,0
