emp_id,monthly_income,salary_slab,daily_rate,hourly_rate,monthly_rate,percent_salary_hike,stock_option_level
RM098,4221,Upto 5k,120,43,8863,15,0
RM828,2703,Upto 5k,773,39,22088,14,1
RM1365,6834,5k-10k,783,42,19255,12,1
RM156,4319,Upto 5k,1496,41,26283,13,1
RM283,4554,Upto 5k,442,44,20260,18,0
RM350,4649,Upto 5k,746,61,16928,14,1
RM698,2157,Upto 5k,1404,84,18203,15,1
RM1058,5765,5k-10k,115,51,17485,11,0
RM121,2613,Upto 5k,1312,96,22310,25,3
RM217,6696,5k-10k,334,52,22967,15,0
RM624,3761,Upto 5k,1012,75,2373,12,1
RM1245,4968,Upto 5k,1312,78,26427,16,0
RM680,6932,5k-10k,1188,45,24406,13,1
RM727,4148,Upto 5k,853,96,11275,12,1
RM1396,5617,5k-10k,754,63,21075,11,0
RM145,4668,Upto 5k,689,35,22812,17,3
RM261,2794,Upto 5k,1311,100,26062,20,0
RM882,4998,Upto 5k,1316,38,2338,14,0
RM1261,2718,Upto 5k,953,65,17674,14,0
RM1376,2432,Upto 5k,238,47,15318,14,0
RM122,6146,5k-10k,750,95,15480,13,1
RM329,4682,Upto 5k,508,46,4317,14,0
RM873,4539,Upto 5k,1146,82,4905,12,1
RM1048,4373,Upto 5k,430,54,17456,14,2
RM1416,2008,Upto 5k,1313,59,20439,12,3
RM112,6074,5k-10k,658,66,22887,24,0
RM978,2029,Upto 5k,999,92,15891,20,3
RM1268,4001,Upto 5k,1375,87,12313,14,1
RM1291,5346,5k-10k,234,93,6208,17,1
RM229,8789,5k-10k,944,92,9096,14,0
RM103,2926,Upto 5k,871,66,19783,18,0
RM1138,2814,Upto 5k,457,85,10293,14,0
RM1439,1790,Upto 5k,638,33,26956,19,1
RM021,4011,Upto 5k,673,96,8232,18,1
RM1169,3760,Upto 5k,567,32,17218,13,0
RM268,4000,Upto 5k,675,85,18384,12,2
RM912,1118,Upto 5k,599,73,8040,14,0
RM279,6397,5k-10k,1479,84,26767,20,1
RM454,2741,Upto 5k,426,58,22808,11,1
RM615,2366,Upto 5k,887,88,20898,14,1
RM770,2007,Upto 5k,921,66,25265,13,2
RM044,8726,5k-10k,994,37,2975,15,0
RM332,6349,5k-10k,210,73,22107,13,1
RM538,8793,5k-10k,294,32,4809,21,2
RM577,4342,Upto 5k,829,84,24008,19,1
RM781,8722,5k-10k,1366,72,12355,12,0
RM1071,4898,Upto 5k,467,55,11827,14,0
RM1382,2144,Upto 5k,1103,49,2122,14,0
RM824,3291,Upto 5k,490,61,17940,14,2
RM1126,8853,5k-10k,995,87,24483,19,1
RM1333,2439,Upto 5k,459,73,14753,24,0
RM420,2097,Upto 5k,1400,53,16734,15,1
RM932,4695,Upto 5k,879,72,12858,18,0
RM225,4345,Upto 5k,979,90,4381,12,1
RM260,3479,Upto 5k,307,71,11652,11,0
RM1240,5238,5k-10k,163,30,6670,20,0
RM1464,9936,5k-10k,325,74,3787,19,0
RM1227,3433,Upto 5k,585,56,17360,13,1
RM040,5376,5k-10k,1141,42,3193,19,2
RM1254,5147,5k-10k,1283,62,10697,15,0
RM1266,3055,Upto 5k,775,90,6194,15,2
RM189,9547,5k-10k,1069,45,14074,17,0
RM416,2351,Upto 5k,296,33,12253,16,1
RM607,2553,Upto 5k,702,100,8306,16,0
RM924,4490,Upto 5k,648,56,21833,11,2
RM1016,2996,Upto 5k,560,91,20284,14,2
RM057,9069,5k-10k,853,71,11031,22,1
RM962,4249,Upto 5k,482,87,2690,11,0
RM1216,4930,Upto 5k,146,79,13970,14,0
RM1289,5762,5k-10k,1180,90,24442,14,1
RM208,2153,Upto 5k,635,73,7703,13,0
RM360,9699,5k-10k,541,48,7246,11,1
RM1023,3500,Upto 5k,1413,84,25470,14,0
RM1212,9525,5k-10k,1278,31,7677,14,2
RM009,9526,5k-10k,216,44,8787,21,0
RM084,5329,5k-10k,573,79,15717,12,3
RM704,5666,5k-10k,152,85,19899,13,0
RM1452,5343,5k-10k,345,100,5982,11,1
RM401,19197,15k+,1218,52,8213,14,1
RM1438,19431,15k+,105,87,15302,13,0
RM534,10475,10k-15k,580,48,23772,21,1
RM447,6230,5k-10k,267,56,13430,14,0
RM961,4103,Upto 5k,1018,66,4297,17,1
RM316,2455,Upto 5k,185,33,10675,19,0
RM544,3708,Upto 5k,381,49,2104,14,0
RM567,6397,5k-10k,719,77,10339,12,0
RM1371,5467,5k-10k,1169,64,2125,18,1
RM002,5130,5k-10k,279,61,24907,23,1
RM202,6804,5k-10k,1002,92,23793,15,2
RM1007,4284,Upto 5k,1475,97,22710,20,0
RM529,6796,5k-10k,562,50,23452,14,1
RM891,10502,10k-15k,966,53,9659,17,1
RM1077,16032,15k+,1050,87,24456,20,1
RM1442,6306,5k-10k,667,57,26236,21,1
RM071,5473,5k-10k,1225,57,24668,11,0
RM1272,2679,Upto 5k,337,31,4567,13,0
RM415,3202,Upto 5k,1448,62,21972,16,0
RM398,4487,Upto 5k,891,99,12090,11,0
RM564,6180,5k-10k,883,32,22807,23,0
RM886,4950,Upto 5k,1356,57,20623,14,0
RM476,6272,5k-10k,703,66,7428,20,2
RM1298,2148,Upto 5k,920,69,6889,11,0
RM1042,8463,5k-10k,866,84,23490,18,0
RM206,7639,5k-10k,121,35,24525,22,3
RM344,8268,5k-10k,144,39,11866,14,2
RM1173,5869,5k-10k,469,42,23413,11,0
RM845,6578,5k-10k,852,72,2706,18,1
RM1065,2064,Upto 5k,330,46,15428,21,1
RM1110,9250,5k-10k,1288,33,17799,12,1
RM1252,7140,5k-10k,979,94,3088,11,1
RM311,6410,5k-10k,106,62,17822,12,0
RM322,7547,5k-10k,691,73,7143,12,3
RM1359,6583,5k-10k,1079,86,20115,11,1
RM864,3600,Upto 5k,147,99,8429,13,1
RM568,6274,5k-10k,304,60,18686,22,0
RM835,5714,5k-10k,1400,70,5829,20,0
RM1343,9713,5k-10k,1480,64,24444,13,3
RM1386,8628,5k-10k,1239,39,22914,18,1
RM1447,6712,5k-10k,704,95,8978,21,2
RM699,4601,Upto 5k,1219,86,6179,16,0
RM836,4323,Upto 5k,528,100,7108,17,0
RM871,8966,5k-10k,1361,94,21026,15,3
RM1451,8837,5k-10k,1146,31,16642,16,0
RM1341,5673,5k-10k,1266,63,6060,13,1
RM1356,5507,5k-10k,335,33,16822,16,2
RM116,7428,5k-10k,1189,87,14506,12,0
RM487,9602,5k-10k,558,75,3010,11,1
RM964,6893,5k-10k,1009,31,19461,15,1
RM987,6120,5k-10k,1498,44,3567,12,2
RM369,6380,5k-10k,575,68,6110,12,2
RM388,5715,5k-10k,759,46,22553,12,2
RM418,18041,15k+,1398,79,13022,14,0
RM885,6852,5k-10k,107,84,11591,12,1
RM947,9094,5k-10k,299,57,17235,12,0
RM1357,4393,Upto 5k,337,54,26841,21,1
RM351,2696,Upto 5k,544,52,24017,11,1
RM840,5155,5k-10k,647,45,2253,13,0
RM236,16064,15k+,1034,80,7744,22,1
RM850,5346,5k-10k,1372,85,9489,13,0
RM1270,3539,Upto 5k,244,97,5033,13,0
RM053,5454,5k-10k,1488,75,4009,21,1
RM756,17650,15k+,1234,90,5404,13,1
RM914,18824,15k+,1449,94,2493,16,0
RM533,4960,Upto 5k,703,42,11825,12,0
RM1155,19658,15k+,1176,98,5220,11,1
RM092,5441,5k-10k,632,71,8423,22,0
RM562,16856,15k+,621,31,10084,11,0
RM083,10239,10k-15k,111,70,18092,14,1
RM1402,19636,15k+,189,71,25811,18,1
RM099,13872,10k-15k,682,37,24409,13,0
RM880,5220,5k-10k,696,52,10893,18,1
RM178,1102,Upto 5k,303,47,9241,22,0
RM514,1009,Upto 5k,1362,32,26999,11,0
RM778,1416,Upto 5k,1334,36,17258,13,0
RM218,2058,Upto 5k,992,85,19757,14,0
RM422,2546,Upto 5k,408,71,18300,16,0
RM940,4883,Upto 5k,1089,79,22845,18,1
RM237,2707,Upto 5k,465,39,21509,20,0
RM437,3408,Upto 5k,587,38,6705,13,3
RM025,2960,Upto 5k,699,83,17102,11,0
RM1113,4855,Upto 5k,903,81,7653,11,2
RM1084,2018,Upto 5k,676,86,21831,14,0
RM668,2778,Upto 5k,1085,57,17725,13,1
RM1112,10169,10k-15k,607,78,14618,16,1
RM569,19859,15k+,725,78,21199,13,1
RM1355,2587,Upto 5k,1162,97,10261,16,0
RM275,3230,Upto 5k,996,100,10531,17,0
RM735,2451,Upto 5k,217,94,6881,15,1
RM1409,2647,Upto 5k,571,78,13672,13,0
RM475,2725,Upto 5k,691,89,21630,11,2
RM256,4898,Upto 5k,685,62,7505,12,2
RM734,5472,5k-10k,1066,32,3334,12,0
RM782,3955,Upto 5k,192,59,11141,16,2
RM999,3904,Upto 5k,683,36,4050,12,0
RM1350,2933,Upto 5k,482,90,14908,13,1
RM171,3058,Upto 5k,1157,51,13364,16,1
RM513,2045,Upto 5k,1115,54,15174,13,0
RM1018,2099,Upto 5k,1377,91,7679,14,0
RM1249,3445,Upto 5k,1054,67,6152,11,0
RM405,4558,Upto 5k,1300,79,13535,12,1
RM789,3660,Upto 5k,857,59,7909,13,0
RM810,7655,5k-10k,950,93,8039,17,3
RM1074,6549,5k-10k,1083,96,3173,14,2
RM253,2340,Upto 5k,665,60,22673,19,0
RM573,4335,Upto 5k,657,66,25549,12,1
RM809,2514,Upto 5k,1107,93,26968,22,1
RM860,2168,Upto 5k,942,69,26933,18,1
RM904,6623,5k-10k,1329,82,4204,11,2
RM906,16124,15k+,694,87,3423,14,2
RM1123,4723,Upto 5k,1370,87,16213,18,0
RM1325,6384,5k-10k,726,93,21143,17,2
RM033,2206,Upto 5k,125,83,16117,13,0
RM147,2720,Upto 5k,1427,35,11162,13,0
RM325,5775,5k-10k,1275,64,11934,13,2
RM731,11416,10k-15k,153,73,17802,12,3
RM1142,2141,Upto 5k,241,48,5348,12,1
RM1260,5294,5k-10k,305,58,9128,16,1
RM1413,3748,Upto 5k,911,76,4077,13,0
RM059,5915,5k-10k,655,48,9528,22,1
RM073,2501,Upto 5k,1082,87,18775,17,0
RM076,4424,Upto 5k,746,61,20682,23,0
RM897,6812,5k-10k,1062,96,17198,19,0
RM1015,16422,15k+,182,93,8847,11,0
RM170,3038,Upto 5k,120,43,12430,20,0
RM627,5175,5k-10k,638,91,22162,12,1
RM1191,5470,5k-10k,977,45,25518,13,2
RM186,2756,Upto 5k,931,72,4673,13,1
RM222,2622,Upto 5k,147,47,13248,21,0
RM695,6949,5k-10k,1069,42,12291,14,0
RM085,4325,Upto 5k,1153,94,17736,15,0
RM482,3622,Upto 5k,254,83,22794,13,1
RM575,3280,Upto 5k,182,72,13551,16,0
RM580,4381,Upto 5k,121,86,7530,11,0
RM672,2008,Upto 5k,546,83,6896,14,2
RM959,8500,5k-10k,943,86,5494,11,1
RM612,10221,10k-15k,950,59,18869,21,0
RM621,2559,Upto 5k,1343,53,17852,11,0
RM841,2258,Upto 5k,982,58,16340,12,1
RM1151,5208,5k-10k,819,48,26312,11,0
RM1459,2977,Upto 5k,287,62,8952,12,1
RM874,2741,Upto 5k,917,60,6865,14,1
RM943,7094,5k-10k,325,63,5747,12,0
RM1019,5810,5k-10k,172,37,22604,16,0
RM1146,4663,Upto 5k,559,76,12421,12,2
RM1181,2013,Upto 5k,311,77,10950,11,0
RM196,3564,Upto 5k,290,65,22977,12,1
RM833,5731,5k-10k,367,52,17171,13,2
RM990,2996,Upto 5k,1439,54,5182,15,0
RM200,6261,5k-10k,1084,54,4185,18,1
RM530,7625,5k-10k,827,33,19383,13,0
RM785,8823,5k-10k,330,65,24608,18,1
RM1262,5811,5k-10k,833,60,24539,16,1
RM1431,13206,10k-15k,201,99,3376,12,1
RM950,4534,Upto 5k,524,32,13352,11,0
RM1176,5295,5k-10k,492,66,7693,21,0
RM1430,4108,Upto 5k,116,52,5340,13,0
RM1467,9991,5k-10k,613,42,21457,15,1
RM362,2213,Upto 5k,1171,46,22495,13,1
RM149,2238,Upto 5k,933,94,6961,21,1
RM167,2451,Upto 5k,465,56,4609,12,1
RM1421,2782,Upto 5k,642,76,21412,22,1
RM644,5231,5k-10k,1265,95,23726,13,1
RM036,2645,Upto 5k,1273,72,21923,12,2
RM610,17159,15k+,589,94,5200,24,1
RM996,4081,Upto 5k,930,73,20003,14,0
RM032,6465,5k-10k,1459,41,19121,13,0
RM1047,3420,Upto 5k,1467,49,21158,13,0
RM1141,19049,15k+,1313,31,3549,14,1
RM245,19202,15k+,252,70,15970,11,1
RM1143,5769,5k-10k,1015,50,23447,14,0
RM779,4615,Upto 5k,1003,74,21029,23,3
RM878,7379,5k-10k,150,60,17433,11,1
RM330,18300,15k+,1482,42,16375,11,1
RM678,7403,5k-10k,527,51,22477,11,1
RM1148,3211,Upto 5k,722,84,22102,14,1
RM280,19144,15k+,797,96,15815,14,2
RM368,10496,10k-15k,1046,100,2755,15,0
RM715,17399,15k+,1126,66,6615,22,1
RM722,13973,10k-15k,939,95,4161,18,1
RM1178,13269,10k-15k,813,50,21981,15,3
RM190,13734,10k-15k,313,98,7192,18,0
RM409,16555,15k+,1490,30,10310,13,0
RM588,3149,Upto 5k,1325,82,21821,20,1
RM185,4450,Upto 5k,1084,57,26250,11,2
RM281,17584,15k+,1070,45,21016,16,3
RM535,14814,10k-15k,970,59,13514,19,0
RM576,5485,5k-10k,376,95,22670,11,2
RM1306,6854,5k-10k,431,68,15696,15,1
RM1407,4440,Upto 5k,157,77,25198,19,0
RM553,11103,10k-15k,832,81,20420,11,0
RM1024,2066,Upto 5k,1255,90,10494,22,1
RM164,9439,5k-10k,334,83,23402,16,1
RM361,6755,5k-10k,593,88,2967,11,0
RM1010,19701,15k+,1055,76,22456,21,1
RM857,3033,Upto 5k,805,87,12828,12,0
RM358,2174,Upto 5k,756,99,9150,11,0
RM444,3894,Upto 5k,1368,99,9129,16,0
RM1202,3989,Upto 5k,1320,93,20586,11,0
RM1408,4617,Upto 5k,771,45,14120,12,0
RM518,4851,Upto 5k,810,57,15678,22,1
RM994,6232,5k-10k,1372,93,12477,11,0
RM574,5326,5k-10k,1146,38,3064,17,0
RM787,4621,Upto 5k,1277,87,5869,19,3
RM826,5056,5k-10k,718,79,17689,15,1
RM339,6118,5k-10k,570,30,5431,13,3
RM1247,2180,Upto 5k,600,66,9732,11,1
RM710,2321,Upto 5k,335,46,10322,22,0
RM240,3730,Upto 5k,515,62,9571,14,0
RM470,4707,Upto 5k,1474,60,23914,12,0
RM716,5488,5k-10k,827,84,20161,13,1
RM791,7119,5k-10k,654,34,21214,15,1
RM1253,2932,Upto 5k,181,97,5586,14,3
RM1470,4404,Upto 5k,628,82,10228,12,0
RM1109,2450,Upto 5k,992,68,21731,19,0
RM1183,4374,Upto 5k,894,33,15411,15,0
RM606,6288,5k-10k,471,45,4284,15,1
RM643,2899,Upto 5k,395,98,12102,19,1
RM1367,5736,5k-10k,1251,32,3987,19,1
RM347,6032,5k-10k,483,95,10110,15,0
RM1229,6430,5k-10k,552,60,20794,19,1
RM1295,6870,5k-10k,447,85,15530,12,0
RM131,4739,Upto 5k,957,72,16090,12,0
RM434,9071,5k-10k,1125,94,11563,19,1
RM666,3294,Upto 5k,1454,65,13137,18,0
RM1195,15972,15k+,1225,47,21086,14,3
RM1072,4789,Upto 5k,271,43,23070,25,1
RM300,5482,5k-10k,1302,84,16321,18,1
RM1204,7005,5k-10k,1395,48,3458,15,0
RM1208,3537,Upto 5k,1441,94,23737,12,1
RM309,5660,5k-10k,390,32,17056,13,1
RM842,3597,Upto 5k,477,49,6409,22,0
RM1308,3591,Upto 5k,1217,67,12719,25,1
RM1199,5368,5k-10k,530,36,16130,25,1
RM741,3917,Upto 5k,802,45,9541,20,1
RM1103,2644,Upto 5k,1157,70,17001,21,0
RM396,2258,Upto 5k,313,61,15238,20,1
RM497,3447,Upto 5k,1343,49,24444,11,0
RM1437,2380,Upto 5k,501,58,25479,11,0
RM384,2244,Upto 5k,253,43,24440,13,1
RM1424,3375,Upto 5k,581,63,17624,12,0
RM1083,2272,Upto 5k,507,97,24812,14,0
RM1239,3295,Upto 5k,160,51,12862,13,0
RM114,2774,Upto 5k,1127,52,13257,12,1
RM480,2886,Upto 5k,1287,55,14168,16,1
RM1231,3907,Upto 5k,506,91,3622,13,3
RM966,3669,Upto 5k,882,67,9075,11,3
RM1412,2187,Upto 5k,309,82,19655,14,0
RM763,2042,Upto 5k,342,57,15346,14,1
RM1310,4684,Upto 5k,572,46,9125,13,0
RM319,2478,Upto 5k,1220,85,20938,12,0
RM1171,2580,Upto 5k,591,87,6297,13,0
RM1368,2226,Upto 5k,1354,41,6073,11,1
RM934,2080,Upto 5k,640,84,4732,11,0
RM1057,2909,Upto 5k,1496,92,15747,15,1
RM372,2201,Upto 5k,1283,54,18168,16,0
RM455,4262,Upto 5k,232,34,22645,12,2
RM508,5561,5k-10k,1176,62,3487,14,1
RM894,3760,Upto 5k,1010,97,5598,15,3
RM1220,2974,Upto 5k,1082,43,25412,17,1
RM1344,2062,Upto 5k,592,59,19384,14,0
RM438,2983,Upto 5k,413,57,18398,14,0
RM733,2422,Upto 5k,109,60,25725,17,0
RM483,4233,Upto 5k,1365,46,11512,17,0
RM1418,3067,Upto 5k,1154,54,6393,19,1
RM239,3931,Upto 5k,1401,56,20990,11,1
RM992,4078,Upto 5k,499,36,20497,13,3
RM1114,4087,Upto 5k,1200,62,25174,14,1
RM1389,6667,5k-10k,1146,34,16542,18,1
RM1450,2439,Upto 5k,529,78,11288,14,0
RM500,7104,5k-10k,1216,39,20431,12,0
RM991,9998,5k-10k,1111,61,19293,13,0
RM014,2661,Upto 5k,1346,93,8758,11,1
RM160,2231,Upto 5k,303,75,11314,18,1
RM182,2311,Upto 5k,629,95,5711,15,0
RM394,6538,5k-10k,1381,72,12740,15,1
RM584,6500,5k-10k,1111,93,13305,17,1
RM069,2194,Upto 5k,664,79,5868,13,1
RM197,4425,Upto 5k,138,37,15986,11,0
RM295,2326,Upto 5k,889,53,11411,12,3
RM465,7491,5k-10k,799,59,23848,17,0
RM020,3944,Upto 5k,371,45,4306,11,0
RM288,5745,5k-10k,688,82,18899,14,1
RM1108,6077,5k-10k,888,71,14814,11,0
RM1121,4198,Upto 5k,437,90,16379,12,0
RM1401,2991,Upto 5k,1444,88,5224,11,1
RM241,2232,Upto 5k,1431,96,15417,14,3
RM1046,2345,Upto 5k,896,68,8045,14,1
RM1133,4639,Upto 5k,118,84,11262,15,1
RM389,2576,Upto 5k,201,95,20490,16,1
RM1420,5410,5k-10k,557,35,11189,17,1
RM1294,2438,Upto 5k,343,52,24978,13,0
RM100,2042,Upto 5k,489,67,25043,12,1
RM954,2362,Upto 5k,935,89,14669,12,0
RM1436,2436,Upto 5k,1037,42,13422,12,0
RM1038,9380,5k-10k,1448,55,14720,18,2
RM466,10527,10k-15k,1034,86,8984,11,0
RM1021,3420,Upto 5k,465,74,10205,12,1
RM1068,4591,Upto 5k,571,78,24200,17,1
RM291,18665,15k+,636,35,25594,11,0
RM1045,6651,5k-10k,1495,96,21534,14,1
RM1177,16413,15k+,301,72,3498,16,2
RM946,16880,15k+,1322,43,22422,11,0
RM571,4258,Upto 5k,715,41,26589,18,1
RM393,19406,15k+,821,86,8509,11,1
RM380,16659,15k+,1311,97,23258,13,0
RM788,10976,10k-15k,1091,65,15813,18,1
RM1066,4035,Upto 5k,1229,30,16143,16,0
RM641,3162,Upto 5k,1269,46,10778,17,0
RM749,4969,Upto 5k,265,79,21813,18,0
RM162,2024,Upto 5k,691,57,5970,18,1
RM945,6674,5k-10k,1476,55,16392,11,3
RM355,4736,Upto 5k,641,85,6069,12,1
RM424,8412,5k-10k,1398,69,2890,11,0
RM427,2564,Upto 5k,1116,49,7181,14,0
RM1406,11031,10k-15k,697,40,26862,20,1
RM242,4465,Upto 5k,976,100,12069,18,0
RM757,4025,Upto 5k,1109,69,11135,12,0
RM755,2342,Upto 5k,1038,88,21437,19,0
RM023,11994,10k-15k,419,53,21293,11,0
RM047,4568,Upto 5k,1065,72,10034,20,0
RM054,9884,5k-10k,1097,79,8302,13,1
RM889,10377,10k-15k,1212,78,13755,11,1
RM1423,2660,Upto 5k,1490,43,20232,11,1
RM399,4449,Upto 5k,1063,72,23866,15,2
RM262,5249,5k-10k,1327,39,19682,18,1
RM1290,2592,Upto 5k,1336,100,7129,13,3
RM1041,13757,10k-15k,218,55,25178,11,1
RM1099,4069,Upto 5k,1142,72,8841,18,0
RM955,17861,15k+,495,37,26582,13,0
RM1321,2936,Upto 5k,355,38,6161,22,2
RM194,2089,Upto 5k,1344,37,5228,14,3
RM195,16792,15k+,1195,65,20462,23,1
RM219,8865,5k-10k,1052,57,16840,12,0
RM1222,10748,10k-15k,1238,74,3395,23,1
RM1315,5154,5k-10k,589,67,19665,22,2
RM1286,7991,5k-10k,849,98,25166,15,0
RM1422,11957,10k-15k,1162,98,17231,18,2
RM805,16885,15k+,1262,35,16154,22,0
RM113,17328,15k+,142,30,13871,12,0
RM775,16756,15k+,444,40,17323,15,0
RM1302,16291,15k+,350,52,22577,22,1
RM106,18844,15k+,1420,32,21922,21,1
RM471,2400,Upto 5k,535,38,5530,13,2
RM1246,2145,Upto 5k,897,59,2097,14,1
RM572,4364,Upto 5k,575,71,5288,14,1
RM1362,2544,Upto 5k,1096,61,7102,18,1
RM201,4298,Upto 5k,472,60,9679,19,1
RM1335,4774,Upto 5k,1131,77,23844,19,1
RM1008,7553,5k-10k,337,84,22930,12,0
RM246,13675,10k-15k,1327,73,13523,12,1
RM819,2791,Upto 5k,793,67,21981,12,1
RM1037,3722,Upto 5k,523,94,21081,13,1
RM1307,9637,5k-10k,1125,68,8277,14,2
RM006,3068,Upto 5k,1005,79,11864,13,0
RM314,11878,10k-15k,553,74,23364,11,2
RM510,7725,5k-10k,1296,30,5335,23,1
RM848,5343,5k-10k,669,97,25755,20,0
RM921,4444,Upto 5k,135,46,22534,13,2
RM1056,17007,15k+,829,71,11929,14,2
RM982,4614,Upto 5k,662,67,23288,18,1
RM1003,9362,5k-10k,200,60,19944,11,0
RM1187,4581,Upto 5k,880,36,10414,24,0
RM118,9738,5k-10k,1467,92,22952,14,1
RM173,2088,Upto 5k,1480,30,15062,12,0
RM969,4639,Upto 5k,607,83,2261,16,1
RM227,2793,Upto 5k,319,41,2539,17,1
RM579,5980,5k-10k,240,75,26085,12,0
RM766,2821,Upto 5k,1186,44,2997,16,1
RM1188,4735,Upto 5k,1189,90,9867,15,2
RM1419,5321,5k-10k,508,72,14284,11,1
RM252,10938,10k-15k,505,64,6420,25,0
RM814,12169,10k-15k,203,84,13547,11,3
RM1160,5042,5k-10k,711,81,3140,13,0
RM1293,4127,Upto 5k,766,83,19188,18,1
RM838,13499,10k-15k,593,88,13782,17,0
RM148,17181,15k+,857,91,12888,13,1
RM989,5467,5k-10k,1200,75,13953,14,2
RM296,13525,10k-15k,555,77,14864,14,1
RM442,2093,Upto 5k,1474,97,9260,17,1
RM548,2759,Upto 5k,933,57,20366,12,0
RM633,2515,Upto 5k,1271,35,9068,14,0
RM839,13758,10k-15k,481,44,2447,12,0
RM1094,10124,10k-15k,288,40,18611,14,1
RM492,5679,5k-10k,1001,72,19627,13,1
RM549,6804,5k-10k,775,47,23683,18,1
RM651,5562,5k-10k,422,33,21782,13,1
RM1063,10209,10k-15k,1193,86,19719,18,0
RM094,10673,10k-15k,638,40,3142,13,1
RM545,13770,10k-15k,217,49,10225,12,2
RM1224,12936,10k-15k,1093,82,24164,11,0
RM1167,15202,15k+,365,89,5602,25,1
RM1205,2655,Upto 5k,708,95,11740,11,2
RM1352,17174,15k+,117,58,2437,11,1
RM1378,19161,15k+,1064,42,13738,15,0
RM132,9208,5k-10k,809,77,6645,11,0
RM868,17856,15k+,1421,30,9490,22,1
RM1139,11245,10k-15k,1234,41,20689,15,1
RM111,7484,5k-10k,1456,30,25796,20,0
RM919,19847,15k+,237,83,19196,24,1
RM931,2838,Upto 5k,968,40,4257,14,0
RM988,10596,10k-15k,541,52,15395,11,0
RM761,7525,5k-10k,124,38,23537,12,1
RM746,6385,5k-10k,135,62,12992,14,2
RM402,13212,10k-15k,906,86,18256,11,3
RM1311,15787,15k+,1216,87,21624,14,0
RM428,10266,10k-15k,1499,80,2845,19,0
RM546,5304,5k-10k,501,99,25275,23,1
RM485,5460,5k-10k,525,66,6219,22,2
RM1059,4599,Upto 5k,790,40,7815,23,0
RM1088,2308,Upto 5k,1440,55,4944,25,1
RM792,9582,5k-10k,1204,86,10333,22,0
RM1101,2430,Upto 5k,1402,98,26204,23,2
RM862,17048,15k+,1402,69,24097,23,0
RM652,4537,Upto 5k,249,35,17783,22,1
RM153,2306,Upto 5k,1436,34,16047,20,1
RM503,8381,5k-10k,238,34,7507,20,0
RM446,16835,15k+,1117,83,9873,23,0
RM526,4577,Upto 5k,693,65,24785,14,0
RM139,8639,5k-10k,959,41,24835,18,0
RM1022,4400,Upto 5k,383,68,15182,12,0
RM1370,9854,5k-10k,1475,84,23352,11,0
RM1314,2335,Upto 5k,350,56,3157,15,3
RM140,6347,5k-10k,1240,48,13982,19,0
RM168,9419,5k-10k,1339,41,8053,12,1
RM403,6577,5k-10k,1082,83,19558,11,0
RM703,7264,5k-10k,231,62,9977,11,1
RM1050,5301,5k-10k,1358,96,2939,15,2
RM125,6172,5k-10k,249,76,20739,18,0
RM133,4559,Upto 5k,542,71,24788,11,1
RM304,6929,5k-10k,218,100,12241,11,1
RM676,2329,Upto 5k,154,41,11737,15,0
RM1327,9907,5k-10k,414,82,26186,12,0
RM1429,2269,Upto 5k,234,68,18024,14,1
RM1106,6392,5k-10k,1242,46,10589,13,1
RM1049,4759,Upto 5k,1326,81,15891,18,0
RM1271,6029,5k-10k,511,32,25353,12,0
RM077,4312,Upto 5k,776,32,23016,14,0
RM298,8020,5k-10k,1232,96,5100,15,2
RM448,4717,Upto 5k,619,85,18659,11,0
RM1163,10306,10k-15k,737,55,21530,17,0
RM1168,5440,5k-10k,763,59,22098,14,2
RM1221,4502,Upto 5k,530,51,7439,15,0
RM1237,6134,5k-10k,1456,96,8658,13,3
RM1440,7644,5k-10k,557,94,12695,19,2
RM696,10609,10k-15k,625,46,14922,11,0
RM1281,4071,Upto 5k,1239,89,12832,13,0
RM224,10609,10k-15k,119,76,9647,12,2
RM808,8740,5k-10k,770,73,5569,14,2
RM1120,9924,5k-10k,1245,80,12355,11,1
RM1417,4440,Upto 5k,1321,86,7636,15,2
RM138,5902,5k-10k,1329,47,14590,14,1
RM552,6389,5k-10k,141,44,18767,15,1
RM1125,8237,5k-10k,1462,38,4658,11,1
RM1404,13341,10k-15k,119,77,25098,12,0
RM1463,12031,10k-15k,722,60,8828,11,1
RM159,10855,10k-15k,630,67,8552,11,1
RM1095,5473,5k-10k,1342,47,19345,12,0
RM1411,5677,5k-10k,444,92,4258,14,1
RM467,16595,15k+,1276,91,5626,16,1
RM536,19141,15k+,427,73,8861,15,3
RM1296,10447,10k-15k,796,81,26458,13,1
RM028,6825,5k-10k,691,48,21173,11,1
RM927,10231,10k-15k,531,56,20364,14,0
RM751,13320,10k-15k,1448,53,11737,18,1
RM790,10482,10k-15k,1376,91,2326,14,1
RM908,18213,15k+,1099,88,8751,11,1
RM1201,3195,Upto 5k,528,44,4167,18,3
RM453,4805,Upto 5k,561,61,16177,19,1
RM565,6632,5k-10k,954,46,12388,13,0
RM030,18947,15k+,705,83,22822,12,0
RM264,16872,15k+,488,75,14977,12,1
RM811,17465,15k+,406,52,15596,12,1
RM944,3423,Upto 5k,991,44,22957,12,0
RM1032,10096,10k-15k,377,52,15986,11,1
RM1081,16606,15k+,228,51,11380,12,1
RM1328,13225,10k-15k,1319,45,7739,12,1
RM445,4051,Upto 5k,163,37,19658,14,1
