emp_id,environment_satisfaction,job_satisfaction,relationship_satisfaction,work_life_balance,job_involvement,performance_rating,training_times_last_year
RM222,3,2,4,3,2,4,3
RM695,2,4,1,3,2,3,3
RM085,1,2,3,3,3,3,2
RM482,2,4,4,3,2,3,3
RM575,2,4,3,3,4,3,2
RM580,3,1,3,3,2,3,3
RM672,2,2,2,3,3,3,3
RM959,4,4,4,2,3,3,0
RM612,3,3,2,4,3,4,3
RM621,3,1,4,2,2,3,3
RM841,4,3,2,3,2,3,2
RM1151,2,1,4,3,4,3,2
RM1459,3,4,4,3,1,3,5
RM874,3,3,3,3,1,3,4
RM943,4,3,1,3,3,3,0
RM1019,1,4,3,2,2,3,2
RM1146,3,3,2,3,3,3,2
RM1181,1,2,3,3,3,3,4
RM196,2,1,1,2,4,3,3
RM833,3,4,3,3,2,3,2
RM990,3,3,4,3,3,3,2
RM200,4,4,1,1,3,3,3
RM530,2,4,3,2,4,3,4
RM785,3,3,1,2,2,3,4
RM1262,2,4,3,3,1,3,2
RM1431,2,3,1,3,1,3,3
RM950,1,3,1,3,3,3,6
RM1176,4,2,3,3,3,4,3
RM1430,1,4,1,3,3,3,2
RM1467,4,1,1,3,2,3,5
RM362,4,3,3,3,4,3,3
RM149,3,1,4,3,3,4,2
RM167,1,3,1,3,3,3,2
RM1421,4,4,1,3,3,4,3
RM644,3,4,2,2,4,3,1
RM036,4,3,4,2,4,3,3
RM610,2,1,3,3,3,4,3
RM996,1,3,1,1,2,3,3
RM032,4,4,4,4,3,3,5
RM1047,4,2,3,2,3,3,3
RM1141,2,4,4,2,3,3,4
RM245,3,4,3,3,4,3,2
RM1143,3,1,1,3,1,3,3
RM779,4,1,1,3,2,4,2
RM878,4,4,3,2,3,3,3
RM330,4,3,2,3,3,3,2
RM678,1,2,3,2,3,3,3
RM1148,3,1,4,2,3,3,3
RM280,1,2,1,2,3,3,4
RM368,4,4,4,3,2,3,2
RM715,4,4,3,2,3,4,1
RM722,4,3,4,3,3,3,2
RM1178,4,1,3,3,2,3,3
RM190,4,2,3,3,3,3,6
RM409,4,4,4,1,3,3,2
RM588,4,3,2,3,3,4,3
RM185,4,1,3,3,4,3,3
RM281,3,3,4,2,3,3,5
RM535,3,3,3,3,4,3,3
RM576,4,1,2,3,3,3,4
RM1306,4,4,2,2,3,3,2
RM1407,3,1,4,3,3,3,3
RM553,3,4,3,2,3,3,1
RM1024,1,1,4,4,3,4,3
RM164,3,4,2,1,4,3,2
RM361,4,3,3,3,3,3,2
RM1010,4,1,3,3,3,4,3
RM857,1,3,1,2,2,3,2
RM358,1,2,3,3,2,3,3
RM444,3,3,3,3,2,3,3
RM1202,4,3,1,3,2,3,2
RM1408,2,3,2,2,2,3,2
RM518,4,2,3,3,4,4,4
RM994,1,3,2,2,4,3,3
RM574,4,1,3,2,2,3,2
RM787,1,3,4,3,1,3,4
RM826,2,4,3,2,2,3,2
RM339,4,3,3,3,2,3,2
RM1247,3,4,3,2,2,3,0
RM710,3,1,1,3,2,4,0
RM240,4,3,4,1,2,3,2
RM470,4,3,4,3,4,3,2
RM716,3,2,1,3,4,3,2
RM791,4,4,3,3,2,3,2
RM1253,4,4,1,3,4,3,3
RM1470,2,3,1,4,4,3,3
RM1109,4,1,2,3,2,3,3
RM1183,4,3,3,3,2,3,6
RM606,1,1,3,2,2,3,3
RM643,2,2,4,3,2,3,3
RM1367,1,3,3,3,1,3,1
RM347,4,2,4,3,2,3,3
RM1229,3,2,2,3,1,3,4
RM1295,2,2,1,1,4,3,3
RM131,2,3,4,3,4,3,2
RM434,3,4,3,3,2,3,3
RM666,4,4,1,2,2,3,3
RM1195,2,2,3,3,4,3,2
RM1072,3,1,1,3,2,4,3
RM300,4,2,4,3,1,3,3
RM1204,2,4,3,3,4,3,2
RM1208,1,2,4,3,2,3,1
RM309,4,3,4,3,1,3,2
RM842,4,2,4,3,3,4,2
RM1308,3,1,3,3,3,4,3
RM1199,3,4,3,3,3,4,2
RM741,2,4,1,2,3,4,4
RM1103,3,4,4,2,3,4,3
RM396,4,4,1,3,3,4,1
RM497,3,3,3,3,3,3,2
RM1437,3,1,4,3,3,3,6
RM384,1,2,4,3,3,3,1
RM1424,4,3,4,4,3,3,2
RM1083,1,3,2,3,3,3,2
RM1239,3,2,3,1,3,3,3
RM114,2,3,3,3,3,3,2
RM480,1,3,4,3,3,3,4
RM1231,2,1,2,4,3,3,2
RM966,4,4,3,2,3,3,6
RM1412,3,2,3,3,3,3,3
RM763,1,1,2,3,3,3,2
RM1310,3,4,1,3,3,3,4
RM319,3,2,2,2,3,3,2
RM1171,4,4,3,2,3,3,0
RM1368,2,2,3,2,3,3,3
RM934,4,1,2,2,3,3,2
RM1057,1,3,4,4,3,3,3
RM372,4,4,4,3,3,3,4
RM455,4,4,2,4,3,3,2
RM508,2,3,1,2,3,3,5
RM894,1,4,1,3,3,3,5
RM1220,4,3,3,3,3,3,2
RM1344,4,1,2,3,3,3,2
RM438,4,2,1,3,3,3,3
RM733,2,2,1,3,3,3,3
RM483,2,1,3,1,3,3,2
RM1418,1,3,3,3,3,3,1
RM239,3,2,1,3,3,3,5
RM992,3,2,1,2,3,3,3
RM1114,4,1,2,2,3,3,3
RM1389,3,4,2,3,3,3,6
RM1450,4,1,4,3,3,3,4
RM500,3,3,4,3,3,3,3
RM991,2,4,1,4,3,3,2
RM014,2,4,3,3,3,3,2
RM160,3,3,4,3,3,3,3
RM182,4,2,4,3,3,3,3
RM394,3,3,1,3,3,3,3
RM584,3,1,2,3,3,3,1
RM069,2,1,4,2,3,3,2
RM197,2,2,4,3,3,3,5
RM295,2,4,3,2,3,3,3
RM465,2,4,4,4,3,3,3
RM020,4,4,3,3,3,3,3
RM288,4,4,2,3,3,3,2
RM1108,3,3,3,3,3,3,2
RM1121,2,2,2,4,3,3,5
RM1401,4,2,2,3,3,3,2
RM241,3,3,3,3,3,3,1
RM1046,3,3,3,4,3,3,3
RM1133,4,1,3,3,3,3,2
RM389,2,1,2,3,3,3,5
RM1420,4,1,3,2,3,3,3
RM1294,1,3,3,2,3,3,2
RM100,2,2,3,4,3,3,3
RM954,1,1,3,4,3,3,4
RM1436,2,4,3,3,3,3,2
RM1038,2,4,4,4,3,3,4
RM466,1,3,4,2,3,3,3
RM1021,1,4,3,2,3,3,2
RM1068,3,3,3,2,3,3,4
RM291,3,1,4,3,3,3,4
RM1045,1,3,2,2,3,3,0
RM1177,1,2,2,3,3,3,2
RM946,4,1,2,3,3,3,2
RM571,4,4,1,3,3,3,3
RM393,1,1,3,2,3,3,4
RM380,3,4,3,3,3,3,2
RM788,4,2,2,3,3,3,4
RM1066,4,3,2,3,3,3,2
RM641,1,4,4,2,2,3,2
RM749,2,1,4,3,1,3,6
RM162,4,2,4,1,3,3,1
RM945,3,4,1,3,1,3,6
RM355,4,3,2,4,3,3,2
RM424,3,1,3,3,3,3,3
RM427,3,4,3,2,3,3,2
RM1406,3,3,3,4,3,4,2
RM242,3,4,1,3,3,3,2
RM757,4,3,2,3,3,3,2
RM755,2,4,4,2,2,3,2
RM023,1,2,3,3,3,3,4
RM047,2,3,3,3,3,4,2
RM054,3,1,3,3,2,3,3
RM889,3,4,2,2,2,3,6
RM1423,4,3,3,3,3,3,3
RM399,2,3,1,3,3,3,2
RM262,4,4,4,3,2,3,0
RM1290,1,2,4,3,3,3,3
RM1041,4,2,3,3,2,3,5
RM1099,4,4,3,3,3,3,2
RM955,3,3,4,2,3,3,3
RM1321,3,3,2,2,3,4,1
RM194,4,4,4,4,4,3,3
RM195,1,4,4,3,2,4,1
RM219,4,4,4,3,2,3,2
RM1222,3,3,4,2,2,4,3
RM1315,3,3,2,4,3,4,3
RM1286,2,2,3,3,2,3,3
RM1422,3,2,1,1,3,3,3
RM805,1,4,3,2,4,4,3
RM113,4,4,3,3,4,3,3
RM775,3,1,2,4,2,3,3
RM1302,2,2,4,2,3,4,0
RM106,3,4,4,3,2,4,3
RM471,4,4,3,3,3,3,3
RM1246,1,4,4,3,3,3,2
RM572,1,4,1,3,1,3,2
RM1362,3,4,1,3,4,3,3
RM201,3,1,3,3,2,3,1
RM1335,4,1,4,2,2,3,2
RM1008,3,4,1,3,3,3,1
RM246,2,3,1,3,3,3,3
RM819,3,4,1,3,4,3,4
RM1037,2,4,3,1,3,3,2
RM1307,1,1,4,3,3,3,3
RM006,4,4,3,2,3,3,2
RM314,4,2,2,3,3,3,2
RM510,3,4,3,1,3,4,2
RM848,4,1,3,3,2,4,3
RM921,3,2,3,4,3,3,2
RM1056,2,1,4,2,3,3,3
RM982,4,3,3,2,3,3,0
RM1003,3,4,3,3,3,3,2
RM1187,4,4,1,4,3,4,2
RM118,2,4,3,3,3,3,6
RM173,4,2,3,2,3,3,3
RM969,1,1,4,2,4,3,2
RM227,1,4,3,3,3,3,2
RM579,1,1,4,3,4,3,2
RM766,3,3,1,3,3,3,2
RM1188,4,4,4,4,3,3,4
RM1419,1,3,4,3,2,3,1
RM252,3,3,4,3,3,4,1
RM814,1,4,4,3,3,3,4
RM1160,1,3,4,1,3,3,2
RM1293,3,4,4,3,3,3,6
RM838,2,3,3,2,3,3,3
RM148,4,1,2,2,2,3,2
RM989,4,4,1,2,3,3,4
RM296,3,2,4,4,3,3,2
RM442,2,3,4,3,3,3,4
RM548,3,3,4,3,4,3,2
RM633,2,4,4,3,3,3,2
RM839,3,1,2,2,3,3,2
RM1094,4,4,3,1,3,3,3
RM492,4,3,2,3,3,3,3
RM549,4,4,3,3,2,3,5
RM651,4,4,2,2,3,3,2
RM1063,2,3,2,2,3,3,2
RM094,3,1,3,2,2,3,5
RM545,4,3,4,2,3,3,2
RM1224,3,3,3,1,1,3,3
RM1167,3,4,2,3,2,4,3
RM1205,4,3,3,3,3,3,3
RM1352,4,4,2,3,3,3,3
RM1378,2,4,4,3,3,3,3
RM132,3,4,4,3,3,3,3
RM868,4,1,3,3,3,4,3
RM1139,2,3,3,3,3,3,3
RM111,1,1,3,2,2,4,1
RM919,4,2,1,2,3,4,5
RM931,2,3,2,2,2,3,6
RM988,2,2,2,3,3,3,5
RM761,3,2,1,3,2,3,2
RM746,3,2,4,3,3,3,3
RM402,3,1,4,2,4,3,0
RM1311,1,3,2,3,3,3,3
RM428,3,1,4,4,2,3,5
RM546,3,4,4,2,3,4,2
RM485,1,4,4,4,4,4,4
RM1059,1,2,3,4,2,4,2
RM1088,2,3,2,3,3,4,4
RM792,4,1,1,3,3,4,2
RM1101,2,3,1,3,2,4,5
RM862,3,1,1,3,3,4,2
RM652,3,4,1,3,3,4,2
RM153,2,3,4,1,3,4,3
RM503,4,1,4,4,3,4,2
RM446,1,2,4,3,3,4,2
RM526,1,3,1,3,3,3,3
RM139,1,3,4,3,2,3,3
RM1022,1,1,1,3,2,3,2
RM1370,4,3,4,3,3,3,0
RM1314,1,1,4,3,2,3,3
RM140,3,4,4,1,3,3,2
RM168,2,4,3,3,3,3,2
RM403,2,3,2,3,3,3,6
RM703,3,3,1,4,3,3,2
RM1050,4,3,3,2,3,3,2
RM125,2,3,2,2,1,3,3
RM133,2,3,3,3,1,3,2
RM304,2,4,2,2,4,3,3
RM676,2,3,2,4,2,3,2
RM1327,3,2,3,2,2,3,3
RM1429,2,2,2,3,2,3,2
RM1106,1,1,4,1,3,3,6
RM1049,4,1,4,3,1,3,2
RM1271,4,4,1,3,1,3,3
RM077,3,1,2,3,2,3,2
RM298,3,2,3,2,3,3,3
RM448,2,3,3,3,3,3,2
RM1163,4,1,3,3,2,3,3
RM1168,1,4,4,2,1,3,2
RM1221,3,4,3,2,3,3,2
RM1237,2,1,2,3,2,3,3
RM1440,1,4,3,3,2,3,2
RM696,1,3,3,1,2,3,2
RM1281,3,2,3,2,3,3,4
RM224,1,3,3,2,3,3,6
RM808,3,3,2,3,2,3,2
RM1120,3,2,4,3,3,3,3
RM1417,4,2,1,3,3,3,3
RM138,4,3,3,4,2,3,1
RM552,3,2,3,1,4,3,3
RM1125,4,3,1,3,4,3,3
RM1404,2,1,1,3,3,3,3
RM1463,2,4,1,2,2,3,2
RM159,3,4,1,2,2,3,2
RM1095,1,1,4,4,3,3,5
RM1411,2,2,3,3,3,3,4
RM467,2,1,2,3,3,3,2
RM536,2,4,2,2,2,3,2
RM1296,3,3,4,4,3,3,3
RM028,3,2,4,3,3,3,2
RM927,4,4,4,4,2,3,3
RM751,4,4,3,3,4,3,2
RM790,2,1,4,3,2,3,1
RM908,2,2,3,3,3,3,5
RM1201,3,4,1,3,3,3,2
RM453,4,2,2,4,3,3,3
RM565,2,3,1,3,1,3,3
RM030,2,1,4,2,3,3,2
RM264,3,2,2,2,1,3,2
RM811,1,3,4,3,3,3,3
RM944,4,1,3,4,3,3,3
RM1032,1,4,1,4,3,3,1
RM1081,3,2,4,4,3,3,2
RM1328,1,1,4,3,4,3,5
RM445,2,4,1,3,3,3,2
RM521,2,2,4,3,4,3,3
RM1039,3,1,1,3,3,3,3
RM1104,3,3,3,3,3,3,2
RM822,4,2,2,3,2,3,3
RM540,4,2,4,3,3,3,2
RM1462,4,1,2,3,2,3,3
RM617,1,3,3,2,3,3,2
RM948,2,2,3,2,3,3,2
RM019,1,4,3,3,2,3,3
RM647,1,4,3,3,3,3,3
RM702,3,3,3,4,3,3,3
RM1397,1,1,2,2,3,3,2
RM511,3,2,3,4,3,3,1
RM772,3,3,2,3,2,3,4
RM609,3,4,3,2,3,3,3
RM976,1,3,3,2,4,3,2
RM957,4,2,1,3,3,3,4
RM064,1,1,4,2,3,3,3
RM233,2,3,4,2,3,3,2
RM537,1,1,4,3,3,3,1
RM035,2,4,1,2,3,3,2
RM324,1,4,4,2,1,3,4
RM541,1,2,4,3,1,3,4
RM599,3,3,4,2,3,3,3
RM933,2,3,1,3,3,3,2
RM1443,1,4,2,4,3,3,3
RM436,2,3,4,4,3,3,2
RM799,1,2,2,3,2,4,0
RM670,4,1,4,1,3,4,2
RM1299,4,2,4,4,3,4,2
RM780,1,3,3,4,3,3,2
RM318,3,2,1,2,2,3,3
RM123,2,2,1,3,3,3,2
RM1445,4,3,4,1,3,3,4
RM596,4,2,4,3,3,3,2
RM967,3,1,4,2,2,3,0
RM129,3,4,3,3,3,3,2
RM499,1,3,4,3,3,4,3
RM631,4,4,1,1,2,4,2
RM1128,4,3,4,3,4,3,2
RM1387,3,1,4,2,3,3,6
RM005,1,2,4,3,3,3,3
RM718,3,2,2,3,3,3,2
RM740,1,4,2,3,3,3,2
RM669,3,3,2,3,3,3,2
RM338,2,4,3,3,2,3,2
RM146,4,1,4,3,3,3,3
RM887,4,2,1,3,3,4,2
RM942,1,4,1,3,2,3,6
RM267,2,4,2,3,2,4,2
RM313,3,4,2,1,3,3,2
RM370,3,2,4,3,2,3,5
RM691,4,4,3,1,3,3,2
RM1361,1,3,2,2,4,3,0
RM532,3,4,4,3,3,3,6
RM1102,4,2,1,3,2,3,2
RM591,3,3,4,4,3,3,3
RM884,1,4,2,3,3,3,5
RM1283,4,1,2,3,4,3,1
RM1426,2,4,1,3,3,3,6
RM117,3,1,4,3,2,3,6
RM248,4,1,2,3,2,3,3
RM433,4,3,3,3,2,3,3
RM550,2,3,4,3,3,3,2
RM980,2,3,1,3,3,3,1
RM1118,2,4,2,2,3,3,3
RM058,3,1,3,3,3,3,3
RM277,2,2,2,2,4,3,6
RM431,4,3,3,3,1,3,2
RM597,4,3,3,3,4,3,0
RM648,4,2,1,3,2,3,2
RM847,3,2,2,4,2,3,2
RM925,3,3,4,3,3,3,3
RM010,3,3,2,2,3,3,3
RM221,4,2,4,4,3,3,3
RM270,4,4,3,3,3,3,4
RM292,3,2,4,3,3,3,2
RM378,4,3,2,3,3,3,3
RM665,3,4,1,2,3,3,2
RM688,3,3,3,3,3,4,6
RM774,4,4,2,2,2,3,2
RM883,3,1,3,3,1,4,2
RM928,3,2,4,3,3,3,2
RM1279,4,1,4,3,3,3,1
RM354,3,1,1,3,4,3,2
RM473,2,2,2,2,3,3,2
RM578,4,1,2,2,3,3,3
RM143,4,3,2,3,3,4,2
RM342,3,4,2,3,2,3,3
RM305,3,4,1,2,4,3,5
RM938,3,2,4,3,2,3,4
RM1080,2,2,4,3,3,3,3
RM1149,2,1,4,3,3,3,3
RM1285,3,3,3,3,3,4,3
RM1336,4,4,2,3,3,3,2
RM204,3,4,3,4,3,3,2
RM258,1,3,4,3,3,3,5
RM449,2,3,3,3,3,3,3
RM554,4,4,4,2,2,4,2
RM786,1,4,4,3,3,4,6
RM979,2,3,2,3,4,4,0
RM1165,3,4,4,2,3,3,2
RM1305,2,1,2,3,3,3,3
RM1349,1,1,1,3,3,3,3
RM1456,3,3,4,3,2,3,2
RM687,4,1,3,3,3,3,3
RM738,4,3,2,3,3,3,6
RM257,4,1,3,3,2,3,4
RM800,4,1,4,3,3,3,3
RM1358,3,1,2,4,3,3,3
RM1444,1,3,1,2,3,3,2
RM1331,1,3,4,3,2,3,2
RM029,1,4,4,3,2,3,4
RM618,4,2,4,2,3,3,2
RM1079,4,1,3,4,3,3,1
RM1353,2,1,4,3,4,3,5
RM269,3,4,2,3,3,3,2
RM335,4,4,1,3,3,3,3
RM1347,2,4,4,2,2,3,2
RM771,4,4,4,3,3,3,0
RM1278,3,4,3,3,3,3,3
RM1323,4,4,3,2,3,3,4
RM1025,1,3,2,4,3,3,2
RM1304,3,2,3,3,2,3,4
RM1322,2,3,3,3,3,3,2
RM1415,1,3,2,3,3,4,3
RM736,1,3,4,3,2,3,0
RM737,3,3,2,3,2,3,3
RM1115,3,1,4,2,3,3,3
RM1332,4,2,4,3,2,3,3
RM1182,3,3,2,3,2,3,3
RM1193,4,1,2,2,3,3,2
RM063,2,3,4,2,2,3,2
RM166,3,2,2,3,3,3,5
RM426,2,3,2,3,2,3,2
RM767,2,3,4,2,3,3,2
RM124,1,3,3,3,3,3,5
RM214,2,2,4,1,2,3,5
RM1276,1,3,4,3,3,3,2
RM191,3,3,1,3,2,3,5
RM231,3,4,2,2,2,3,3
RM469,4,1,2,3,3,3,3
RM700,4,4,2,2,3,3,2
RM807,2,2,4,3,3,3,4
RM026,3,3,4,2,3,3,3
RM557,4,4,4,3,3,3,4
RM650,4,4,3,3,3,3,0
RM859,4,3,2,3,3,3,6
RM1044,4,2,2,2,4,3,2
RM1009,4,4,4,2,3,3,3
RM1185,2,3,3,3,3,4,6
RM1398,1,3,3,2,3,3,6
RM188,3,2,4,3,4,3,3
RM271,4,1,3,3,3,3,2
RM956,4,3,4,3,1,3,5
RM176,3,1,3,3,3,3,3
RM852,4,1,4,3,3,3,2
RM977,4,2,1,3,3,3,0
RM1054,2,3,1,2,4,4,2
RM744,3,4,1,3,2,3,4
RM920,4,4,4,2,3,3,6
RM412,1,1,4,1,3,3,5
RM877,3,4,4,3,4,3,2
RM1179,3,3,1,3,3,3,3
RM363,1,4,3,2,3,4,3
RM816,4,2,3,4,2,3,6
RM1153,3,4,3,3,3,3,2
RM161,3,4,1,3,3,4,6
RM207,4,2,1,2,4,3,2
RM725,4,3,2,3,2,3,6
RM109,4,4,3,3,2,3,2
RM935,4,2,4,2,3,3,3
RM065,3,3,2,3,3,3,2
RM385,2,3,2,3,2,3,2
RM443,2,4,4,2,3,3,3
RM622,2,4,4,2,3,3,1
RM1448,4,4,1,2,1,4,4
RM286,4,4,2,3,3,3,3
RM387,4,1,3,2,3,3,2
RM468,1,2,4,3,3,3,6
RM507,3,3,3,3,3,3,2
RM856,4,4,2,2,2,3,2
RM1090,1,4,1,3,3,3,2
RM1164,2,2,1,1,3,3,2
RM1433,3,4,1,3,4,4,2
RM062,4,4,4,3,3,3,2
RM180,3,4,3,3,3,3,3
RM278,1,1,3,3,4,4,3
RM682,4,1,2,3,3,3,3
RM827,3,3,4,4,4,3,2
RM1194,4,2,2,3,2,4,3
RM315,3,1,4,3,3,3,3
RM327,3,4,1,3,2,3,2
RM527,4,3,1,3,2,3,4
RM739,4,4,3,3,2,3,3
RM754,4,1,3,3,3,3,2
RM1241,4,4,4,3,3,3,2
RM1373,1,1,4,3,3,4,3
RM091,3,2,4,2,2,4,3
RM151,2,2,1,3,3,3,2
RM187,4,3,2,3,3,3,2
RM244,1,4,1,3,3,3,3
RM583,3,2,4,3,4,4,2
RM769,3,1,2,2,3,3,3
RM815,3,3,1,4,2,3,2
RM960,3,4,3,3,3,3,4
RM1097,3,4,4,3,3,4,2
RM1157,1,3,4,3,2,3,2
RM1243,2,2,2,2,3,3,3
RM1410,4,3,1,4,3,3,2
RM539,4,3,2,3,2,3,3
RM747,2,3,2,3,1,4,3
RM952,3,2,1,3,1,3,4
RM1219,4,3,2,3,3,3,3
RM232,3,4,4,3,3,3,3
RM282,2,3,3,3,3,4,3
RM452,4,1,4,2,3,4,5
RM489,3,4,2,3,3,3,4
RM585,2,4,2,2,3,3,4
RM605,2,2,4,2,3,3,3
RM1051,1,4,3,3,3,3,3
RM1405,4,3,4,3,2,3,2
RM120,3,4,4,4,3,3,3
RM391,1,2,3,3,2,3,3
RM1186,3,3,1,3,2,4,3
RM1217,4,4,1,3,3,3,3
RM1317,1,4,3,3,3,4,5
RM659,2,1,4,3,3,3,0
RM876,4,4,2,3,3,4,3
RM892,1,4,4,3,4,3,5
RM923,3,1,4,2,4,3,4
RM1215,3,4,2,3,4,3,2
RM312,1,1,1,3,3,3,2
RM806,2,3,4,3,2,3,2
RM1100,1,2,1,3,3,3,4
RM1144,1,1,1,3,2,3,2
RM1161,4,4,1,3,2,3,3
RM1226,4,2,3,3,2,3,2
RM179,2,1,3,3,3,4,2
RM593,3,4,3,2,3,3,3
RM708,3,3,3,4,4,3,3
RM130,3,1,3,2,3,3,2
RM478,1,2,3,3,3,3,2
RM524,4,3,3,3,4,3,3
RM654,1,1,4,3,3,3,3
RM1087,3,4,4,3,1,3,2
RM238,1,3,4,4,2,3,2
RM915,4,2,4,3,2,3,3
RM1117,3,4,3,3,2,4,3
RM939,1,3,4,3,3,3,3
RM916,1,3,3,1,2,4,2
RM797,4,4,2,4,3,3,3
RM694,3,4,1,3,2,3,6
RM753,3,1,3,3,4,3,1
RM046,2,3,4,3,3,3,0
RM367,1,2,3,3,3,3,5
RM1280,3,2,3,2,3,3,2
RM090,3,4,4,3,2,3,3
RM272,1,2,4,2,3,3,2
RM608,3,4,1,4,3,3,3
RM750,1,4,4,3,1,3,3
RM127,4,4,4,2,3,3,3
RM135,3,3,4,3,3,4,3
RM913,3,4,2,2,3,4,2
RM1207,4,4,3,3,3,4,5
RM1329,2,3,4,3,2,4,5
RM613,2,2,1,3,3,4,2
RM045,3,4,4,3,3,4,2
RM212,3,3,3,3,2,4,2
RM326,3,3,1,3,2,4,2
RM1390,4,1,2,3,1,4,6
RM027,2,1,2,3,1,4,5
RM061,1,4,2,3,3,4,3
RM881,3,2,3,3,2,4,2
RM793,1,3,2,3,2,4,4
RM1399,4,3,3,3,3,4,2
RM1301,2,3,3,3,4,4,5
RM1354,4,1,2,3,1,4,2
RM1385,1,4,1,2,3,4,3
RM636,4,3,2,3,2,4,2
RM126,3,2,3,2,2,3,3
RM285,1,1,3,3,3,3,3
RM294,4,4,2,3,2,3,0
RM356,3,3,2,3,3,3,3
RM834,4,3,3,3,2,3,0
RM890,1,1,4,2,3,3,3
RM997,4,4,4,3,2,3,3
RM998,4,3,4,3,3,3,2
RM052,3,3,3,2,3,3,3
RM794,1,3,4,2,3,3,5
RM869,4,1,3,3,2,3,2
RM930,4,4,2,3,2,3,2
RM1324,3,4,2,3,3,3,2
RM016,2,1,3,3,4,3,1
RM228,2,4,4,3,3,3,5
RM520,2,4,4,3,1,3,5
RM556,4,2,4,3,3,3,2
RM837,4,1,1,1,2,3,3
RM1250,2,2,3,3,1,3,3
RM1319,4,4,2,4,3,3,3
RM081,4,4,3,2,2,3,1
RM089,3,4,1,3,2,3,3
RM093,3,2,2,2,2,3,4
RM174,3,1,3,3,3,3,4
RM875,3,3,1,2,3,3,4
RM1107,2,1,4,3,2,3,4
RM013,1,3,4,2,3,3,1
RM293,4,2,3,2,3,3,5
RM343,3,4,3,2,3,3,2
RM395,2,1,2,1,3,3,5
RM400,4,1,3,3,2,3,3
RM832,3,3,3,2,3,3,5
RM951,4,3,1,2,3,3,5
RM953,4,2,1,4,3,3,2
RM986,4,3,4,2,3,3,3
RM1031,1,4,1,3,3,3,5
RM1034,3,2,1,3,4,3,2
RM1086,4,3,1,1,3,3,2
RM1275,1,4,1,3,2,3,3
RM1383,3,1,4,4,3,3,3
RM095,2,3,1,3,3,3,0
RM155,2,4,4,3,3,3,2
RM211,4,4,3,2,1,3,2
RM307,4,3,3,2,2,3,3
RM320,3,2,4,3,2,3,2
RM559,1,4,4,3,3,3,2
RM601,3,3,3,3,2,3,3
RM642,2,2,4,3,3,3,3
RM693,3,1,3,4,3,3,2
RM1427,3,2,3,3,2,3,3
RM1432,3,4,3,3,3,3,3
RM004,4,3,3,3,3,3,3
RM056,1,4,3,3,3,3,1
RM515,1,1,1,3,3,3,3
RM563,4,4,3,2,3,3,2
RM711,4,3,4,3,3,3,2
RM1096,2,3,2,3,3,3,3
RM1211,2,2,4,3,4,3,6
RM104,1,3,3,3,3,3,3
RM203,4,3,4,4,3,3,4
RM463,4,4,4,3,4,3,3
RM504,2,4,4,2,3,3,4
RM525,4,2,2,4,2,3,3
RM965,3,1,4,4,3,3,6
RM984,3,4,4,4,3,3,2
RM1040,1,3,4,3,3,3,0
RM1085,4,3,4,3,2,3,3
RM1132,4,3,2,2,2,3,3
RM1147,3,4,1,3,4,3,3
RM1180,4,2,3,3,3,3,2
RM1209,2,4,3,4,2,3,3
RM1213,2,4,2,3,2,3,3
RM1369,3,4,2,3,2,3,3
RM038,4,4,1,3,3,3,3
RM509,2,4,2,3,1,3,3
RM637,4,2,1,2,3,3,3
RM730,3,3,3,2,3,3,3
RM849,4,4,2,4,2,3,2
RM1082,4,2,4,1,2,3,3
RM1131,2,3,4,2,4,3,3
RM1158,3,3,4,3,3,3,5
RM1282,3,4,4,3,3,3,2
